Found 2 args.
Observation: q2nc5; Result size: 202; atts: 2
who	$m	
g	right if you head diagonally up and to the right to the peak of the white mountain over the drawing 	
g	'til you're within about a centimetre of the top of the page now 	
f	mmhmm 	
f	yeah nice 	
g	head back down again round the birds on the right-hand side 	
g	if you got them there 	
f	mmhmm 	
f	yeah 	
g	eh now 	
g	erm come down to 'til you're about a centimetre away and horizontally level with the words white mountain at the bottom right-hand side of the mountain there 	
f	okay 	
g	eh have you got a soft furnishings store on your drawing 	
f	no 	
g	right 	
g	well on my drawing that's about an inch below the white mountain 	
f	mmhmm 	
g	eh and you want to curve round and back between the white mountain and the soft furnishing furnishing shore store 	
f	okay 	
g	eh so if you draw a line just underneath the words white mountain eh heading towards the word white from where you are just now 	
f	mmhmm 	
g	curving round and heading back towards the word white but underneath it about a centimetre underneath it 	
f	okay 	
g	now carry on horizontally 	
g	to the left about another inch 	
f	mmhmm 	
f	horizont-- 	
f	to the left 	
g	uh-huh 	
f	okay 	
g	now you want have you gazelles 	
f	yeah 	
g	right 	
g	if you head straight down to the bottom left-hand side of the gazelles 	
f	mmhmm 	
f	okay 	
g	and then f-- going underneath the gazelles 	
f	mmhmm 	
g	go about two and a half inches to the right 	
g	and that's the finish 	
f	okay 	
g	that's it 	
