Found 2 args.
Observation: q4nc2; Result size: 335; atts: 2
who	$m	
f	why didn't you just go straight down from the start sign it would've been easier 	
g	yeah you're not kidding 	
f	i mean it's just straight down from there 	
g	ehm 	
g	okay 	
g	have you got a rock fall marked 	
f	uh-huh 	
g	okay 	
g	come down to towards come come down towards the rock fall until you're just b-- until you're just above the rock fall 	
f	mmhmm 	
g	okay 	
f	right okay in a straight line 	
g	and now head across for 	
f	oops 	
g	the r-- now head across to the rope bridge you can just go straight straight across from there to the rope bridge 	
f	there's nothing in between 	
g	yeah 	
g	nothing in between 	
f	right 	
f	i've got to go like on top of the rock fall 	
f	that kind of line 	
g	li-- like 	
g	you want 	
f	well 	
g	you you want to go you you drop straight down to to the to the rock fall now and you want to head from the rock fall straight across to the rope bridge 	
f	uh-huh 	
f	mmhmm 	
g	aye well not straight across but you you're you'll be going back up towards the rope bridge 	
f	just 	
f	right 	
f	so i'm below the rope the rope bridge then 	
g	so so you're at the moment you're below the rope bridge 	
g	and you're you're coming across in a diagonal towards the rope bridge going going from your right and up the way going to the right and up the way 	
f	mmhmm 	
f	right 	
f	so i'm heading for the rope 	
g	heading for the rope bridge yeah 	
f	bridge okay 	
g	just go straight to the rope bridge 	
f	from there in like a uh-huh a diagonal line then from the rock fall 	
g	yeah that's right yeah 	
f	you don't want me to go across and up 	
g	no just straight just a diagonal line up to the rope bridge 	
f	okay then 	
f	right 	
g	and then a-- across the rope bridge to the right-hand side of the page 	
f	oh from the the top of the rope bridge or 	
g	yeah across the top of the rope bridge 	
f	right okay 	
f	i've went and drawn this 	
f	can i go up and across because i've went and drawn it to the bottom of the rope bridge i can just go up and across 	
g	yeah fine yeah 	
g	and across the rope bridge 	
f	uh-huh 	
f	right i've done that 	
g	have you got giraffes marked 	
f	uh-huh 	
f	i've got crocodiles as well 	
g	crocodiles 	
g	well you'll have to avoid the crocodiles as well but but you've got to go round the the the giraffes at the bottom right-hand corner of the page 	
f	so i just go straight down right 	
g	yeah that's right mmhmm 	
f	okay i just go straight down 	
f	and then i've reached the bottom of the gi-- of the giraffes 	
g	d-- okay 	
f	okay 	
g	now the only thing you've got to dodge is the great lake 	
f	i've got that on 	
g	you've got that marked 	
f	uh-huh 	
g	now the great the great lake on my map is in the bottom left-hand 	
f	yeah 	
f	i've got that as well 	
g	corner it's di-- directly below the rock fall 	
f	mmhmm 	
g	so you've got t-- 	
f	and parallel to the disused warehouse 	
g	i don't have a a disused warehouse on mine 	
f	oh right 	
f	well i-- it's just parallel to it like just ehm well not underneath the giraffes you know over to the left 	
g	yeah 	
g	well i i would come down c-- i i would head right yeah on according to my map you've got to go ehm down towards the bottom of the page and underneath the great lake 	
f	uh-huh 	
f	underneath it 	
g	yeah 	
g	you want you want to go below the below the lake 	
f	okay 	
g	the lake's in the b-- the lake in mine is b-- directly below the l-- the rock fall 	
g	and you've got to come below the the great lake from from the giraffes 	
f	uh-huh 	
g	you can you can just come straight across i would not straight across and down a bit 	
f	so oh right okay right 	
f	right 	
g	and below the great lake 	
f	okay oops 	
g	and turn r-- turn right once you've gone past the lake and come up 	
g	to just belo-- yeah turn have you 	
f	turn right 	
f	that's i've just drawn a a line left just now turning right would just be going back again 	
g	you've drawn a line you've 	
g	you've drawn a line yeah wait a minute hold on right you've drawn a line left 	
f	uh-huh 	
g	coming across towards the great lake 	
f	uh-huh 	
f	well it's over the d-- great i mean i've went under the 	
g	okay 	
f	great lake uh-huh 	
g	you've gone under it 	
g	right 	
g	go up the page 	
f	go up it 	
g	up yeah towa-- 	
f	towards the rock fall 	
g	up well not towards ehm stay on the left-hand side but go up 	
f	where from 	
g	ehm until you're just about half an inch below the rock fall and that's the finish 	
f	where from which bit of the great lake 	
f	the left or the right 	
g	the great lake right 	
g	you've come right under the great lake 	
f	uh-huh 	
g	ehm you've got to the far left-hand edge of the great lake 	
f	mmhmm 	
g	ehm head up until you're level with the giraffes 	
f	okay 	
f	so we're on the far side of the 	
g	the the l-- giraffes 	
g	head up until you're level with the giraffes' kneecaps 	
f	just to be exact 	
f	right 	
f	so we're on the the left-hand side of the great lake 	
g	yeah 	
f	oh right okay 	
f	so we just head up here until we're up to the kneecaps 	
g	yeah 	
g	that's us 	
f	okay 	
g	yeah we've done it 	
f	that's us 	
f	right i'll draw this line again 	
f	can you d-- redraw a line 	
g	yeah i think so yeah 	
f	right okay it's just i drew this line wrong okay 	
g	i think we've got it 	
f	right 	
f	i think that's it it looks 	
g	i'd like to see this 	
