Found 2 args.
Observation: q2nc7; Result size: 236; atts: 2
who	$m	
f	picking up lots of lovely jubbely on the way 	
f	right carry on 	
g	down round to the bottom of the lagoon 	
f	in a sort of following the perimeter of the lagoon 	
g	following 	
g	the ah-- yeah 	
f	rightee-ho 	
g	and you don't have a rock fall do you 	
f	no i don't 	
f	but i don't like the sound of it 	
g	so er go to the left two inches 	
f	eh right okay 	
g	no left 	
f	directly to the left 	
g	yes 	
f	underneath the word lagoon i mean like 	
g	no 	
g	yeah 	
g	below the word lagoon but direct to 	
f	about 	
f	about an inch and a half below the word lagoon 	
g	yeah 	
f	right 	
f	g-- and how far am i going left 	
g	two inches 	
f	right 	
g	then go down and ac-- down two and across three so you get to the little the headland 	
f	headland 	
g	point 	
g	on well look see green bay 	
f	where's that 	
f	uh-huh 	
g	there's a wee the the extreme sticky out bit of green bay 	
f	yeah 	
g	see it 	
f	oh right got you uh-huh 	
g	yeah just go straight to there 	
f	from where i am just now 	
g	yeah 	
f	so come s-- two inches 	
g	across and then diagonal 	
f	across and then diagonally right okay 	
g	right and then 	
f	heading straight into that wee point 	
g	yeah 	
g	then jump into the water 	
f	oh 	
g	and go down 	
f	are you doing this deliberately i'll bet that's not in the route 	
g	no it is 	
f	eh right 	
g	i just want to get phil wet 	
g	eh go dow-- go into the wat-- go into the water down two inches 	
f	mm 	
f	right am i 	
f	hang on 	
f	i'm a-- a-- m-- at the very very very point here 	
g	yeah 	
f	and i'm going straight down two inches 	
g	ch-- 	
g	yeah 	
g	and then to the right two inches and that's the finish at the pirate ship 	
f	right 	
f	okay hurrah 	
