Found 2 args.
Observation: q4nc3; Result size: 548; atts: 2
who	$m	
f	oh just vertically down 	
g	uh-huh vertically down 	
g	okay 	
f	right 	
g	but missing out anything that might be in between 	
f	down towards 	
f	right 	
g	okay 	
f	can you do this 	
f	aye 	
g	i think you can 	
f	right 	
g	right vertically down 'til you're like in a straight 	
g	okay 	
f	right 	
f	i'm at diag-- 	
f	right i know what you mean now 	
f	right i'm at the ravine 	
f	and then i go along to where it says "r" of the ravine 	
g	no 	
g	you go along to where it says "r" of the burnt forest 	
f	oh right 	
g	a horizontal line 	
g	okay 	
f	right okay 	
g	just in line with the "r" of the burnt forest 	
f	oh right i've got you now right i've got that 	
g	and then you go up a vertical line 	
f	to the top of the ravine 	
g	uh-huh 	
f	right okay 	
f	and i've got the carpenter's cottage 	
f	so i have to miss that 	
g	yeah you'll have to miss that 	
f	so see the wee seagulls at the ravine 	
g	uh-huh 	
f	just about up there 	
g	above that yeah 	
f	oh i've got you now right 	
g	and then a horizontal line 	
f	uh-huh 	
g	under the remote village 	
g	have you got that 	
f	i've not got the remote village is it 	
g	well don't go very far just go a little bit above the seagulls in the ravine 	
f	uh-huh 	
g	okay 	
f	right 	
g	and then draw a horizontal line 	
f	just to about the end of the ravine 	
g	uh-huh 	
f	right 	
g	well a wee bit further 	
f	right 	
g	okay 	
f	have to just towards halfway between the pine grove no 	
f	you got the pine grove 	
g	no i ha-- oh yeah i have yeah 	
g	right uh-huh across to there 	
f	oh as far as that 	
g	uh-huh 	
g	it doesn't matter i'm just going to tell you to draw straight lines 	
f	okay 	
g	okay 	
g	and like you go right go in a vertical line down just until you you're underneath the pine grove 	
f	right okay 	
g	okay 	
f	uh-huh 	
g	and then 	
g	ehm 	
g	oh i can't get you 	
g	have you got anything 	
f	i've got an avalanche 	
g	i haven't got that 	
g	where's that 	
f	right see the pine grove 	
f	it's just below it to your right 	
g	uh-huh 	
g	below it right 	
g	tell you what miss out 	
g	have you got i don't think you'll have the concealed hideout 	
f	i do 	
g	have you oh you do 	
f	uh-huh 	
g	oh well right just draw a line right draw a line until 	
g	what you've got to do is 	
g	i would suppose that your avalanche is ehm miss-- right your avalanche is like outwith the line 	
g	do you know what i mean 	
f	uh-huh yeah it is 	
g	so like the line is within well m-- in my map i think the line is within the avalanche 	
f	the avalanche is quite far to the right 	
g	okay right 	
g	what you do is w-- wh-- in my picture i've got two och how could you say bumps right i would say the avalanche is missed out it's drawn to miss out the avalanche 	
f	uh-huh 	
g	but includes within this line it includes the concealed hideout 	
f	right 	
g	so could you draw something that would 	
f	do you want me to go down towards the concealed hideout 	
g	uh-huh 	
g	missing out the avalanche 	
f	uh-huh 	
g	and goi-- and go round the concealed hideout concealed hideout 	
f	to your right 	
g	uh-huh 	
g	go round it and include it in the line 	
f	right i'm just drawing my line underneath the word concealed hideout now 	
g	oh good right 	
g	you d-- have you done that yeah d-- drawn it underneath 	
f	uh-huh 	
f	i've drawn my line 	
f	and it's just i'm just at the down below the "t" of concealed hideout 	
g	oh right okay 	
g	well draw a a horizontal line over 	
g	have you got the boat house 	
f	uh-huh 	
g	over to the boat house 	
g	right 	
f	you mean vertical down to the boat house 	
g	no 	
g	horizontal over to the boat house 	
f	oh right horizontal over to the boat house right 	
f	okay i'm directly above the boat house now 	
g	you're above it 	
f	mmhmm 	
f	my my boat house is down below crane bay 	
g	i haven't got that 	
g	you're above the boat house though 	
f	i've got a boat house there's crane bay and i've got a boat house just 	
f	do-- 	
g	okay right 	
g	oh i've got two boat houses 	
f	alright 	
f	do you do you see do you see where my boat house is 	
g	ehm uh-huh 	
g	right well go back up again to the concealed hideout 	
f	i'm at the concealed hideout 	
g	and you're you've drawn a horizontal line 	
f	i'm just 	
f	see where the boat house is 	
g	uh-huh 	
f	b-- the boat house at crane bay 	
g	i've got two 	
g	well 	
f	mm the one the one further down the page 	
g	uh-huh yeah 	
f	right 	
f	i'm just about my line's just about five centimetres above it 	
g	okay that's good 	
g	right 	
g	draw it over to the other 	
g	have you got another boat house 	
f	i've only got one boat house 	
g	oh right 	
g	well i've got two 	
g	i've got one parallel to the concealed hideout well just about 	
f	oh right 	
f	i've not 	
g	well what you could do is draw a line underneath the concealed hideout until you get 	
g	right see the "b" of crane bay 	
f	uh-huh 	
g	well until you stop at the "b" 	
f	oh right 	
f	i've gone along too far then 	
g	uh-huh 	
g	stop at the "b" 	
f	right okay 	
g	and then go right down horizontal i mean vertical go right down 	
g	you know how you've got that have you got the crane bay have you got the actual outline of it 	
f	to what 	
f	uh-huh 	
g	well go right down 	
f	until i touch the outline 	
g	no no no no no 	
g	until you're nearly touching it you're maybe just like half a mil-- half a centimetre 	
f	right okay 	
f	right okay 	
g	away from it 	
g	okay 	
f	that's me 	
g	and f-- and follow it 	
g	you know how that wee curve 	
f	uh-huh 	
g	there's a wee curve 	
g	follow that wee curve 	
g	right 	
f	down towards the boat house 	
g	no 	
g	the other way sorry the other way to your left 	
f	off to my left 	
g	uh-huh 	
f	right 	
f	just follow that wee hump 	
g	uh-huh 	
f	right okay 	
g	okay 	
g	and ehm have you got a coconut palm 	
f	no 	
g	no 	
g	oh well what you'll have to do is ehm eh follow that again go over the bump 	
g	have you come to the bump 	
f	i've come to the bump 	
g	right 	
g	follow it again 	
f	uh-huh 	
g	just so far like ehm uh maybe about two centimetres 	
f	mmhmm 	
g	over the bump 	
g	right 	
f	right i've done that 	
g	and then ehm how could you say this 	
g	have you got the pebbled shore 	
f	i've got the pebbled shore 	
g	ehm well come round right follow the line down 'til you're maybe about och say about a centimetre and a half above the pebbled shore 	
g	do you know what i mean 	
g	draw a curve 	
f	right just following the coast line 	
g	uh-huh 	
f	right okay that's me 	
g	and then come up over the pebbled shore 	
f	above it 	
g	uh-huh 	
f	right okay 	
g	okay 	
g	and then just 'til you're right 	
f	i've got washed stones below it 	
g	what 	
f	see the pebbled shore 	
g	uh-huh 	
f	got uh washed stones below it 	
g	have you 	
f	have you not 	
g	well miss out them 	
f	right 	
f	i'm just at the i'm at er i'm at the left-hand side of the page just now 	
g	mmhmm 	
f	okay 	
g	uh-huh right 	
f	just at just at the pebbled shore 	
g	well come right down 	
f	right 	
g	vertical 	
f	towards 	
f	uh-huh 	
f	towards what 	
g	have you got a flagship 	
f	uh-huh 	
g	well come right down 	
g	right 	
f	uh-huh 	
g	vertical and then go back to your ehm ehm go to your right 	
f	yeah 	
f	to miss the washed stones 	
g	uh-huh 	
f	right 	
g	are you maybe are right tell me where you are just now are you like 	
f	i'm just at the right of the washed stones at the left-hand side of the page 	
g	i've not got washed stones 	
g	so are you two mi-- two about two centimetres above from the bottom of the page just now 	
f	i'm 	
f	aye 	
f	i'm about 	
g	are you if in parallel with the flagship 	
f	uh-huh 	
g	or in the same level 	
g	oh well that's it 	
f	well no 	
f	i could go down but i've got the the flagship there's a wee there's a wee bit of bay sticking out 	
g	uh-huh right 	
g	where are you where have you stopped 	
f	i've stopped about six centimetres up i mean i'm i'm about three or four centimetres up from the flagship 	
g	oh no 	
g	what the line stops at the flagship well not at the flagship about two centimetres away from it 	
f	right 	
f	what do you want me to do do you want me to 	
g	ehm 	
f	do you want do you want me to miss that wee jut out of the bay draw a line round that 	
g	where 	
f	do you know how the flagship 	
g	uh-huh 	
f	there's a wee bit of bay that juts out 	
g	uh-huh 	
f	do you want me to draw a line round that so i'm going to miss it 	
g	where are you oh oh what l-- what side of the pebbled shore are you 	
f	i'm near en-- i'm near enough the right now 'cause i had to miss the washed stones 	
g	what 	
g	you're at the right of it 	
f	mmhmm 	
g	you should be at the left of it 	
f	right okay 	
g	could you go round 	
f	i'll go round the washed stones the other way 	
g	to i don't have the washed stones 	
g	right so 	
f	you want me to be at the left of the pebbled shore 	
g	uh-huh i want you to go round the left of the pebbled shore 	
f	oh i did do that 	
g	oh you did do 	
g	you said the right 	
f	uh-huh 	
f	i know 	
f	but i'm now at the 'cause i've had to miss the washed stones so i'm now near enough the right 	
g	where are your washed stones 	
f	the washed stones are 	
f	see the pebbled shore 	
g	uh-huh 	
f	they're about three centimetres down to the left 	
g	oh right okay 	
g	all right so you jutted them out 	
f	uh-huh 	
f	so i came back round to the right and jutted them out 	
g	oh good 	
g	uh-huh 	
g	so you're now so where are you now right you're about 	
f	right 	
f	see the flagship 	
g	uh-huh 	
f	see the wee bit of bay that's jutting out 	
g	uh-huh 	
f	right 	
f	i'm exactly two centimetres up above that about that wee that that wee tip comes out 	
g	well go down until you're in a v-- 	
g	right see the windows of the flagship 	
f	aye 	
g	this stops at the windows 	
f	can i go actually into crane bay 	
g	no 	
f	right 	
f	so i go down 	
g	no 	
g	you're away fr-- right you see the wee bit that's jutting out 	
f	uh-huh 	
g	just across from the windows 	
f	uh-huh 	
g	you're about a centimetre and a half away from that 	
g	okay 	
f	right 	
f	that's where i am just now 	
g	right 	
g	that's the finish 	
f	oh right 	
f	so i don't actually touch the flagship 	
g	no 	
f	right 	
f	so i just cr-- put a cross and finish 	
g	uh-huh 	
f	so it's about a centimetre up from that wee jutty-out bit that's the finish 	
g	no 	
g	are you at the windows are you finished just in a v-- horizontal line from the windows of the flagship 	
f	ah it's have i got to go horizontally 	
g	uh-huh 	
f	oh it's it's it's in a wee recess bit 	
g	sorry 	
f	see the how you've got the jutty-out bit then it goes in and out 	
g	uh-huh 	
f	is that where the finish is 	
g	uh-huh 	
f	right 	
f	so i c-- i 	
g	but it's not actually in crane bay 	
f	aye i know where you are 	
g	okay 	
f	so i do that and then do a cross and finish 	
g	uh-huh 	
g	uh-huh 	
f	right okay i know where you are now 	
g	okay 	
f	and am i directly above the windows 	
g	just in f-- horizontal to it 	
f	right 	
g	okay 	
