Found 2 args.
Observation: q7ec6; Result size: 547; atts: 2
who	$m	
g	below there about a third of the way up 	
f	uh-huh 	
g	there's a wee bit that's almost at a horizontal 	
f	no 	
g	no it'll be a different drawing maybe 	
g	right 	
g	you see about two thirds of the way up the mountain 	
f	uh-huh 	
g	its gradient changes to slightly less steep 	
f	mm a wee bit 	
f	mm a totty totty wee bit aye 	
g	uh-huh slightly 	
g	uh-huh 	
g	well 	
g	go up follow the side of the mountain up to that point still staying about half a centimetre away to a centimetre 	
f	right 	
g	and then have you got anything above that point above white mountain 	
f	i've got lemon grove that's about two inches above it 	
g	do you have a pyramid 	
f	aye 	
g	right 	
g	go 	
g	where is the top of the lemon grove uh in relation to the pyramid 	
f	just on the bottom of it 	
g	right 	
g	now 	
g	go straight up just now until you're about on go due north until you're on a level with about the a third of the way up the pyramid 	
g	you see the black marks up the side of the pyramid 	
f	uh-huh the second one 	
g	until you're level with the second one 	
f	so i'm going to go by the west side of the lemon grove 	
g	uh-huh 	
g	and now would that take you above the lemon grove 	
f	yeah 	
g	now go straight across until you're about an inch from the second black mark of the pyramid 	
f	black mark 	
f	got you 	
g	now 	
g	from there go to a point a centimetre above the peak of the pyramid 	
f	got you 	
g	right 	
g	and then draw a straight line down the other side 	
g	um you see the the bottom right-h-- right-hand corner of the pyramid 	
f	yeah the far away one the one that's 	
g	the one that would be at the front of the pyramid 	
f	yeah 	
g	right the face not the one that would be at the back not the extreme right-hand point 	
f	right 	
f	mmhmm 	
g	about an inch out from there put a dot and join those two points and the 	
f	right 	
f	immediately below that i've got a poisoned scream stream about two centimetres below it 	
g	two centimetres 	
g	the poisoned stream in this one is a bit further below that see i've got two poisoned streams on this map 	
f	mm 	
g	now 	
g	from there draw a slightly sloping curve again to below the "d" of pyramid 	
g	right just slope it round the natural way it would go 	
f	mmhmm 	
g	right 	
g	curve it round 	
f	curve it round with the like that or like that 	
g	to below the d-- 	
g	right 	
g	where you are just now remember you do drew the test tube earlier 	
f	is it an arc curve 	
f	uh-huh 	
g	it would be like the bottom half of that test tube 	
f	so it's like that 	
g	uh-huh 	
g	to below the "d" 	
g	right 	
g	do you have a cobbled street 	
f	got that's about a s-- 	
f	no 	
f	it's about a centimetre below th-- the "d" 	
g	right 	
g	from there go carry on straight across until you're below the far left-hand base point of the pyramid 	
f	yeah 	
g	right 	
f	so about an inch yeah 	
g	uh-huh 	
g	now at about a hundred and ninety-five degrees so that's just five degrees more than south 	
f	mmhmm 	
g	to the west side go down about well make it a hundred and 	
g	what did i say there 	
f	hundred and ninety-five you said 	
g	right that's fine 	
f	right 	
g	from there go down 	
g	do you have a remote village 	
f	yeah 	
g	you see the the two dark thick lines that are in that drawing of remote village 	
f	yeah 	
g	go down until straight down at that angle until you're about a centimetre to the side t-- to the west of the line 	
f	so you've got the remote village it's got two hills it's got the remote village is in the middle of two hills with hills behind 	
g	uh-huh 	
g	uh-huh 	
f	and you want the the hill on the left-hand side 	
g	uh-huh 	
g	until you're about a centimetre to the w-- west of that 	
f	you're about a centimetre 	
f	right 	
g	so just draw 	
f	dead on the level of it uh-huh 	
g	uh-huh 	
f	right 	
f	got you 	
g	now 	
g	from there draw another curve until you're below the "r" of r-- about a centimetre below the "r" of remote 	
f	uh-huh 	
g	right 	
g	and then go straight across to below the "e" of village 	
f	uh-huh 	
g	and then go about an inch further than that on the same level and that's your finishing point 	
f	so that'll be just about below the pyramid the extreme right-hand edge 	
g	uh-huh 	
g	just there 	
f	right 	
