Found 2 args.
Observation: q1nc4; Result size: 226; atts: 2
who	$m	
g	so y-- you go round the round that curve and you have to go down and about an inch and a half 	
g	okay 	
g	to a-- to avoid the wheatfields which are just to the left of crane bay so you go down there 	
g	right 	
f	hmm 	
g	go beneath the wheatfields in other words draw a line you know two inches or so to the left 	
g	have you got a rocket warehouse 	
f	uh-huh 	
g	well 	
g	just draw a line between well above the rocket warehouse in fact 	
g	okay 	
f	uh-huh 	
g	an in-- an inch or so above the rocket warehouse but to the left of it go round it the same way as you went round the igloo but on the other side 	
g	okay 	
g	just follow it round 	
f	yeah 	
f	okay 	
g	go down the left-hand side of the page once you've done that 	
f	uh-huh 	
g	have you got a lighthouse 	
f	yeah 	
f	kind of directly underneath the warehouse 	
g	the rocket warehouse 	
f	uh-huh 	
g	the cross is right next to the lighthouse and just take your line to there and that's it finished 	
f	it's right next to the lighthouse 	
g	on the left-hand side of it 	
f	right okay 	
f	and just go straight down 	
g	well y-- 	
g	yeah that would be okay 	
f	uh-huh 	
g	uh-huh and just the cross is right you know the left-hand side of the lighthouse just next to it 	
f	okay 	
g	okay got it 	
f	mmhmm 	
g	right that's it finished 	
