Found 2 args.
Observation: q6nc4; Result size: 248; atts: 2
who	$m	
f	uh-huh 	
g	you want to go eh up up to that so you're just underneath the outlaws' hideout 	
f	right 	
f	right 	
g	now right 	
g	you're direct underneath the ou-- outlaws' hideout 	
g	you want to curve out to your right slightly so you're about two or three centimetres well five centimetres off the edge of the page 	
f	right 	
g	and then just go straight down 	
g	have you got the noose 	
f	yeah uh-huh 	
g	uh-huh 	
g	go go just go straight down from there so you're eh at the bottom of the noose on the right-hand side of it 	
f	right 	
g	just a straight line down 	
f	right 	
g	right now you want to curve down 	
g	have you got the swan pond 	
f	no 	
g	you've not got the swan pond 	
f	there's just a noose and then like to the left there's stone creek and below that there's a saloon bar but nothing else 	
g	aye right the saloon bar right 	
g	well 	
g	basically from the noose you're wanting to get to underneath the saloon bar 	
f	uh-huh 	
g	what you've got to do is y-- ehm drop from the the noose in a sort of curve to your left 	
f	right 	
g	so that you're just about the level at the top of the saloon bar 	
f	right 	
f	right 	
g	right now 	
g	just go along a a couple of centimetres not too much 	
f	right 	
g	and and curve curve up and then back down so you're ah 	
g	you've not got the swan pond of course see i've got a swan pond there you need to go up over and round 	
f	mmhmm 	
g	so you want to be going up 	
g	up the way slightly and then back down 	
f	right 	
f	so so should i be sh-- ehm to the left of the saloon bar yeah when i finish 	
g	i'm 	
g	ehm y-- yes 	
g	you go underneath the saloon bar and finish to the to the left of it yeah so from from here you want to go up in a curve and then back down so you're at the same level you were originally avoiding the swan pond that i've got 	
f	right 	
f	right 	
f	okay 	
g	right 	
g	from there you just want to go g-- eh curves you're underneath the saloon bar 	
f	right 	
g	and from underneath the saloon bar 	
g	ehm 	
g	well the finish is 	
g	ehm i was going to say where where the says finish but of course that's not particularly useful 	
g	ehm a couple of i'd say five centimetres above the saloon bar and just off a few centimetres off the side of the map on the left-hand side that's where the finish is 	
f	oh right ehm 	
f	i've come down to the left of the saloon bar and i'm like at the bottom of the saloon bar just now 	
g	y-- right 	
g	you're bottom of the saloon bar 	
f	uh-huh 	
g	right 	
g	you just want to curve up eh along past the saloon bar 	
f	right 	
g	and 	
g	ehm 	
g	it's it's about eh it's just a few centimetres out from the left-hand side of the page a few centimetres up from the saloon bar it's 	
f	oh right 	
f	no i'm going towards the right just now 	
g	oh you're going towards the right sorry 	
f	uh-huh 	
g	right 	
g	you just want you want to be you're at the bottom of the saloon bar 	
f	uh-huh 	
g	and you want to just head up head up to your left basically in in a diagonal past the saloon bar 	
f	oh right 	
f	right okay 	
f	hang on 	
f	right 	
g	right 	
g	and you should be sort of just a few centimetres from the side of the left-hand side of the page 	
f	right 	
g	is that right 	
f	yeah uh-huh 	
g	well 	
g	that's it 	
