Found 2 args.
Observation: q4nc1; Result size: 258; atts: 2
who	$m	
g	and have you got a saxon barn 	
f	okay yes 	
g	right 	
g	well you're just going to go up and come down underneath the words saxon barn 	
f	so do a sort of semicircle to the saxon barn 	
g	uh-huh yeah that'd be 	
g	so you've just drawn your line just under the "s" of the saxon bar 	
f	okay 	
f	just under the "s" 	
g	uh-huh 	
g	and have you got pelicans 	
f	i haven't no i've not 	
g	right 	
g	so you're going to go down ehm south 	
f	right 	
g	for about this is ehm not a not a dia-- uh-huh a diagonal line i would say right down about another three c-- three four centimetres 	
f	diagonal line which way 	
g	sorry ehm to the 	
f	s-- east west 	
g	to the west 	
f	left right 	
g	to the west 	
f	to the west 	
f	so carry on the same direction as the hump is that 	
g	uh-huh 	
f	right 	
g	right 	
g	you're down about west eh r-- sorry down about north west about oh sorry god what am i saying south 	
f	southwest 	
g	southwest about three centimetres 	
f	right okay 	
g	and you've not got pelicans you said 	
f	no i've not 	
g	right 	
g	and then continue going west it's just straight across 	
f	right 	
f	is this this so this is towards the edge of the edge of the paper 	
g	for about three centimetres so you're kind of l-- 	
g	uh-huh this is towards the edge of the paper 	
f	okay 	
g	so you're making another little kind of you're making a wee pit and now you're going to go back up again 	
f	okay 	
g	you're going to go up north well this is quite a long way this time about about twelve centimetres right up north up the side of the page 	
f	just 	
f	okay 	
g	and have you got a white mountain 	
f	so are we about a third down the page at the moment 	
g	aye we're about a third down the page 	
f	right 	
g	and you're going to go up to about two thirds up the page with this line 	
f	right okay 	
f	the top of the white i've got a white mountain yes 	
g	oh you've got the white mountain 	
f	i have got the white one 	
g	well you see how like the white mountain's jagged on the left-hand side 	
f	yes 	
g	like if you just kind of like veer your line as though you're going up the moun-- the white mountain 	
f	up up the side of it right 	
g	uh-huh up the side of the white mountain 	
f	okay and when i get to 	
g	and right once you reach the top of the white mountain 	
f	yes 	
g	with your line just continue straight up north 	
g	have you got a golden beach 	
f	golden beach 	
f	i've not no 	
g	well the golden beach is about six centimetres up so if you 	
f	so is this directly just a straight line 	
g	this is direct-- 	
g	this is directly up north 	
g	a straight line up to the golden beach 	
f	right 	
f	from the top of the white mountain 	
g	from the top of the white mountain right up 	
f	how f-- how far up 	
g	ehm about six centimetres 'til you're about ah 'til you're about ehm about the same distance away from you're about five centimetres six centimetres from the top of the page now 	
f	right okay 	
f	okay 	
g	right 	
g	to the left-hand side of the page 	
f	yes 	
g	right 	
g	and now we're going to go a complete straight line ehm east 	
f	right 	
g	for about six centimetres again 'cause if you 	
f	right have you got a slate mountain 	
g	ah th-- 	
g	right 'til it's just the bottom of slate mountain that'll be then 	
f	okay 	
g	okay 	
g	and see how you what you did with the white mountain ehm 	
f	what i did with the white mountain 	
g	you you just went up the side 	
f	yes 	
f	go up the side of it 	
g	well look as though you're going to climb the up to the top of the slate mountain 	
f	okay 	
g	then come back down the other side missing the wee seagulls 	
f	right so that right that's what i'm doing oh right oh okay 	
f	right down the side missing the seagulls 	
g	wait wait 	
g	down the side just missing the seagulls right 	
f	that's it i've just killed one of them 	
g	right you're bottom 	
g	right you're bottom of the slate mountain now 	
f	right okay 	
g	right 	
g	right have you got a secret valley 	
f	eh yes i have 	
f	that's that's down below the slate mountain yes 	
g	uh-huh 	
f	about ten centimetres twelve centimetres 	
g	right w-- 	
g	right 	
g	what you're going to do is like you're at the bottom of slate mountain and you're going to g-- actually go ehm you're going to go west like underneath the slate mountain 	
f	right 	
f	okay 	
f	right 	
g	going a wee bit diagonally not a completely straight line 	
g	do you know what i mean 	
f	right 	
g	okay 	
f	uh-huh 	
g	you're going to come as though you're just going up the top you're coming back the way you've come 	
f	right okay 	
f	sort of eight o'clockish 	
g	uh-huh yeah 	
g	round to the left-hand side of the page again 	
f	right okay 	
g	that'd be west 	
g	and then once you reach about the as though the the bottom of the slate mountain again you're going to go competely down to the bottom of the secret valley 	
f	right 	
f	right okay 	
f	dir-- just directly down 	
g	just directly down 	
f	straight down 	
f	to the secret valley 	
g	uh-huh just to the bottom of the where it says secret valley 	
f	okay 	
g	and then can you see you just draw a straight line to the finish 	
f	to the finish no 	
f	i've not got a finish 	
g	well the finish is actually 	
g	you know where it says secret valley 	
g	it's just about a centimetre along from that and down a wee bit that's where the f-- 	
f	right 	
f	from the edge of the letter "y" 	
g	uh-huh 	
g	it's about a centimetre along from the letter "y" and about a centimetre down that's your finishing cross 	
f	centim-- 	
f	right okay 	
g	and that's the end 	
f	that's the end 	
g	right right 	
