Found 2 args.
Observation: q6ec3; Result size: 208; atts: 2
who	$m	
g	now if you just uh 	
g	at the top there's some stones and that's about four centimetres from the top 	
f	uh-huh 	
f	okay 	
f	so just continue to move straight up 	
g	yeah 	
f	until almost at the top 	
g	to about four centimetres 	
f	fine 	
g	and then you want to go sharp right 	
f	mm 	
g	to about halfway across the page 	
f	okay 	
g	now 	
g	do you have a white mountain 	
f	uh-huh 	
g	you want to just go over the top of that and round 	
f	so go over the mountain 	
g	mmhmm 	
f	okay 	
f	ehm i'm at about three quarters of the way along and at almost at the top of the page 	
g	yeah okay 	
g	um do you have a soft furnishings store 	
f	no 	
f	i've got lost steps actually 	
g	eh right um you're quite close to the mountain at the moment on its right-hand side 	
f	yeah 	
f	yeah 	
g	well if you 	
g	under directly underneath the mountain about three centimetres down there's a soft furnishings store 	
f	yeah 	
g	so you want to come down from the mountain and turn sharp left 	
f	mountain and move 	
f	yeah 	
g	so that you're sort of in line with the left-hand side of the mountain 	
f	okay 	
g	then you come straight down and right 	
f	and straight down and 	
g	do you have gazelles 	
f	yeah 	
g	underneath them 	
f	so 	
f	do i move to the left-hand or the right-hand side of the gazelles 	
g	the right-hand side 	
f	fine 	
g	to about the right-hand side of the mountain level if you know what i mean 	
f	oh i see right that's a bit further along fine 	
g	okay 	
g	that's it 	
f	so i've stopped so ehm i am three quarters of the way along slightly more than halfway up and to the right of the gazelles 	
g	yeah 	
f	yeah 	
g	that's right 	
f	fine okay 	
