Found 2 args.
Observation: q5nc4; Result size: 291; atts: 2
who	$m	
g	right 	
g	go right round that bakery 	
f	round the bakery mm 	
g	round the bakery 	
f	god 	
f	what way 	
g	ehm go out out out the way 	
f	out the way so 	
g	towards the towards the th-- ehm the edge of the page 	
f	mm oh dear 	
f	right 	
f	have you got a forest stream 	
g	no 	
f	no 	
g	right 	
f	right 	
f	what about wheatfields 	
g	i have wheatfields right 	
f	right the way over 	
f	yeah now 	
f	where am i going in relation to them 	
g	should be nowhere near them 	
f	yeah 	
f	well i'm not so far 	
g	have you 	
g	have you got a canal 	
f	no 	
f	but i've got a forest stream 	
g	now right 	
g	you're round the bakery you're round the bakery aren't you 	
f	no 	
f	because i've got a forest stream in the way oh my good god 	
g	so 	
g	you can't go round the bakery 	
f	ehm i'll make my way round the stream here oh dear 	
g	right 	
f	right i think so 	
g	go round the bakery 	
f	mm 	
g	right round it and just pass i-- pass it erm a small fraction 	
f	mmhmm 	
g	as well 	
f	right 	
g	right 	
g	you're going to go straight down this time for about four centimetres 	
f	mmhmm 	
g	right 	
f	yeah 	
g	you're going to form another slight curve ehm another circle but you're going to do it ehm ehm convex towards the page like outward an outward you're forming the outward ehm form of a circle here a minute 	
g	no mmhmm 	
g	right 	
g	go go ehm three centimetres to the left again no wait a minute where are we three centimetres to the right 	
f	i'm going to go off the edge of the page here 	
g	right are you near wheatfields 	
f	no 	
g	no right 	
g	go back 'til you're sort of like middle of the page right 	
f	right mm 	
g	but down slightly but you're sort of still in the middle of the page 	
g	are you near crane bay 	
f	mm yeah 	
g	right 	
f	right 	
f	what do i do there 	
g	right 	
g	see the second peak of crane bay 	
f	uh-huh 	
g	that's where you should be 	
f	no 	
f	i'm not there 	
g	right 	
g	retrace all your steps and go go to there 	
f	right 	
f	forget that 	
g	right now 	
g	is is there wheatfields near 	
f	er right wait a minute 	
f	i go round the the far side of the bakery and then head towards the s-- second peak of crane bay 	
g	uh-huh 	
f	uh-huh 	
g	shi-- right sort of trace that sort of ehm bevelled shape in crane crane bay and you want to get to the second peak of crane bay 	
g	right 	
f	eh yeah i think so i'm getting there 	
g	the one that's towards the right 	
f	yeah 	
g	okay 	
g	right 	
g	follow that curve of crane bay down for about three centimetres 	
f	mmhmm 	
g	are you near wheatfields 	
f	no 	
f	my wheatfields are on the middle of the page 	
g	no 	
g	that's that's okay that's okay right 	
g	go go along for another three centimetres 	
f	have you got a rocket warehouse 	
g	uh-huh 	
f	now 	
f	where am i supposed to be 	
g	right 	
g	you're supposed to be just above the rocket warehouse 	
f	just above it 	
g	right 	
f	right 	
f	so i go down and then along 	
f	right i go down from crane bay 	
g	uh-huh 	
f	and then across 	
g	just you should be just above rocket warehouse 	
f	yeah 	
g	right 	
f	uh-huh think so 	
g	right 	
g	head t-- down towards your right at a slant 	
f	mmhmm 	
g	right 	
f	yeah 	
g	and then 	
g	you should be near enough at the edge of the page 	
f	erm oh dear oh dear 	
f	ehm oh dear ehm 	
g	you're about an in-- 	
f	i'm still at the left of the rocket warehouse 	
g	right 	
g	you're at the left of the rocket ehm rocket warehouse 	
f	uh-huh 	
f	i'm above 	
g	above 	
f	and at the left of the rocket warehouse 	
g	above 	
g	right 	
g	go straight down to a slant 'til you're near enough just a centimetre away from the edge of the page 	
f	mm right okay 	
g	okay 	
f	hope so 	
g	go down by another three centimetres 	
f	oh 	
g	and then 	
g	tutu 	
g	ehm 	
g	trying to think 	
f	have you got an old lighthouse 	
g	yeah 	
f	and a cave 	
g	well 	
g	you're heading towards the old lighthouse that's where you should be now 	
f	right 	
f	ehm yeah that's where i'm going 	
f	so what do i do then 	
g	that's it that's it 	
f	that's it 	
f	and i go to the old lighthouse 	
g	yep 	
f	right 	
