Found 2 args.
Observation: q8ec4; Result size: 289; atts: 2
who	$m	
f	erm do i go along right 	
g	and then you go to your left 	
f	go to my left 	
g	for about er five centimetres 	
f	is there an obstacle down at the bottom left-hand corner of your page 	
g	er but you shouldn't be down there 	
g	this is you're over on the right-hand side at the right-hand si-- half of your page 	
f	erm well 	
f	a we-- is it called the west lake the start 	
g	no 	
g	it's east lake at the start of mine 	
f	oh 	
f	i've got a start at the west lake 	
f	have we got the right maps 	
f	bollocks 	
f	oh 	
g	right 	
g	well i don't have i don't know about 	
g	are you over at the right-hand side how about halfway down the page at the moment 	
f	okay 	
f	eas-- hold on start up at the east lake 	
f	where's the start 	
g	what do you want me to start again 	
f	yeah 	
f	'cause i've got a start underneath the west lake so i'm at 	
g	oh do you know what i've been doing oh god 	
f	what 	
g	i've i've started from the finish that's why i wasnae even looking at that i just saw the cross er right 	
g	oops right 	
g	so we should be at the bottom left-hand corner of the map here right 	
g	i've went through the the other way round that's really stupid right eh 	
f	right 	
f	okay right 	
g	so the start's about 	
f	you're at the west lake 	
g	the start's about a third of the way up the page 	
f	yeah no it's all right 	
g	right 	
f	i've got that marked on 	
g	right 	
f	and i've got west lake above it 	
g	well i've not got that 	
f	just above to the right 	
g	no wonder we're having problems there 	
g	right so er 	
g	just sort of go to your left 	
f	go to my left 	
g	about a centimetre 	
f	oh w-- a centimetre right hold on right now a centimetre okay right 	
g	and then go straight down 	
f	straight down 	
f	to where how long 	
g	to about two centimetres from the bottom of the page 	
f	two centimetres from the bottom of the page okay 	
g	then go to your right about eh five centimetres 	
f	fffffff 	
f	five centimetres right 	
g	and then go 	
f	er ch do you have any an allotments 	
g	uh-huh 	
f	allotments yeah 	
f	right 	
g	so you 	
f	where is it with respect to that 	
g	well 	
g	if you go straight up the way you'll be hitting the allotments so 	
f	yeah right yeah 	
g	well s-- 	
g	just go straight up the way so you're a bit left of the allotments 	
f	just left 	
g	up about half a centimetre ef-- left 	
f	okay right 	
g	and then like curve round the top of the allotments 	
f	okay 	
g	and then go in an angle about say thirty degrees from the 	
g	say the allotments are the horizontal right 	
f	yeah 	
g	go in an angle about thirty degrees up from that 	
g	right 	
f	from the left-hand side of the or the right-hand side of the allotments above the right-hand side 	
g	above the right-hand side 	
f	thirty degrees 	
g	roughly 	
f	thir-- 	
g	and then say about ehm eh over to about two thirds of the way over the side of the page to the right 	
f	erm do you have a flight museum anywhere 	
g	no 	
f	no 	
f	erm what is it two thirds the way across the page an angle of thirty degrees okay 	
f	two thirds right should be about there yeah okay 	
g	and then you go straight up say about er to about halfway up the page 	
f	halfway up 	
f	is there a disused monastery 	
g	mmhmm 	
f	there yeah 	
g	so y-- right where you are at the moment's just like see where it says disused monastery right 	
f	yeah 	
g	you should just be about next to that where it says that 	
f	okay right 	
f	and do i go underneath it or above it 	
g	and then 	
g	over the top of it 	
f	over the top 	
f	okay 	
f	round to my 	
g	round and then and then li-- when you're round the side of that a l-- a straight line to about er maybe ten centimetres out from the side the left-hand side of the page 	
f	six centimetres right 	
f	do you have an alpine garden just above you 	
g	uh-huh 	
f	yes 	
f	how does it go 	
g	so you 	
g	well 	
g	it goes to the left of that 	
f	to the left okay 	
g	so and then you're up to the top of the alpine garden 	
f	okay 	
g	and then you go to your right about er five centimetres maybe 	
f	okay 	
g	and then straight up 	
g	have you got a youth hostel 	
f	no 	
f	whereabouts is the youth hostel 	
g	well 	
g	it's sort of directly above the alpine garden except a bit to the right so eh 	
f	slightly to the right okay 	
f	directly above it how much 	
g	well 	
g	where are you just now 	
f	erm about one centimetre from the side of the alpine garden that's above it and along one 	
g	right 	
g	go along a wee bit 	
g	until see the "d" of the alpine garden on the in between the "d" of the see where it says alpine garden 	
f	yeah 	
g	right 	
g	just look at that the d-- in between the "d" and "e" just put a straight line straight above that 	
g	right 	
f	okay right 	
g	about er maybe ffffphhhhh ten centimetres 	
f	right ten centimetres okay 	
f	and 	
g	and then g-- go to your right about five centimetres 	
f	right five okay 	
g	and then erm 	
f	do you have a parked van just above this no 	
g	aye just above that line 	
f	yeah 	
g	but you shouldn't be that near it you should be 	
f	no i'm 	
g	right so the point you're at go er southeast 	
f	southeast okay 	
g	about er until you get to about halfway down the middle of the page 	
f	okay southeast 	
f	right okay 	
g	and then go straight for five centimetres 	
f	okay right 	
g	or then 	
f	is there a telephone box there 	
g	uh-huh so 	
f	yeah just under the telephone box 	
g	skirt round the bottom 	
g	uh-huh 	
f	yeah 	
g	and then go straight up 	
f	straight up to the east lake 	
g	just about the top of the 	
f	over the top of the 	
g	no no 	
g	just to the top of the telephone box 	
g	see where the top is 	
f	the top of the telephone box 	
g	to level with that 	
f	yeah okay 	
g	and then er 	
g	directions on er maybe north northwest for about er 	
f	northwest 	
g	until you're about a third of the way 	
f	is there a level crossing there 	
g	no no say that 	
f	no 	
g	right erm 	
g	where you are you go northwest for about until there's about a quarter left on the page 	
g	if you see what i mean 	
f	okay northwest 	
f	oh 	
f	i have a level crossing just at this point 	
g	well 	
g	i don't know maybe go through that it's straight up after that 	
f	straight up after that 	
g	until you get to the bottom of the east lake and then you go to the 	
g	have you got a finish 	
f	okay right 	
g	and then go to your left that sh-- should be you finished 	
f	go to my left 	
g	mmhmm 	
g	until you get like the bottom part of the east lake erm you should just be like about 	
f	okay 	
g	three centimetres from that 	
g	four centimetres maybe i don't know 	
f	okay 	
f	right 	
g	that should be it finished 	
f	okay a-- after that 	
