Found 2 args.
Observation: q7ec3; Result size: 185; atts: 2
who	$m	
g	er so you've gone round fallen cairn 	
g	where've you got you've you've got to 	
f	i'm just er i'm just to the right of fallen cairn directly on the top stone about couple of centimetres to the right 	
g	that's right 	
g	mmhmm 	
g	and you want to m-- and you've got to miss lion country 	
f	yeah 	
g	well you're fffffff 	
f	well if a-- am i trying to get back up to where i started below the cornfields 	
g	y-- you're trying to get up back up to the finish which is just between the cornfields and east lake 	
g	there's a finish just there 	
f	just between them 	
g	it's the bottom corner the bottom left-hand corner of east lake 	
f	yeah 	
g	it's about an inch to the on parallel wi-- on a a line with that but about an inch to the east west 	
f	and so i want to go to about there 	
g	so 	
g	and that should be about almost halfway across your page 	
f	and you go just about parallel to the line before 	
g	to that to that line 	
g	and then a cut up north past the the limestone cliffs and then skirt part of east lake to the finish 	
f	so 	
f	from fallen cairn you want me to go north 	
g	you want to get north somehow 	
g	up to about 	
f	yeah i can do that 	
g	i start going parallel along i mean skirting along east lake about the line comes up to about the "a" below the "a" and where the east lake's written 	
g	and then go p-- i skirt along the lake to the finish 	
f	yeah 	
f	s-- so north up to the bottom right-hand corner of east lake if i can do that yeah 	
g	mm up to about the "k" whenever you can get there 	
f	so right 	
f	i'm not going through the lion country that way so it's just off north for me 	
f	right 	
f	i'm at just below the "k" and i skirt along east lake 	
g	uh skirt along east lake to the finish which is just 	
f	just 	
g	right 	
f	mm 	
