Found 2 args.
Observation: q8ec6; Result size: 367; atts: 2
who	$m	
g	sort of round the top of the disused monastery 	
f	which way 	
g	to your left 	
f	to the left 	
g	over the top of it 	
f	have you got the alpine garden 	
g	uh-huh 	
g	but over the top of it and curve down like to 	
g	like see where the writing disused monastery is 	
f	right 	
g	go to your l-- like don't draw anything here right just go to your left a wee bit over 	
f	i've got it 	
f	right i'm just at the "d" right i'm not drawing 	
g	and then just go about two centimetres over 	
f	right 	
g	right 	
g	so where you are n-- other side of disused monastery right you curve round 	
f	i'm not at the other side of the disused monastery 	
g	right 	
g	you've went straight up and you're at the disused monastery right 	
f	right 	
f	i'm just underneath it i'm at 	
g	see 	
g	you go over the top of it right to your left 	
f	i go right round the disused monastery 	
f	you said over the top of what 	
g	disused monastery right 	
f	right 	
g	over the top of it right 	
f	right got it 	
f	round the left-hand side 	
g	uh-huh 	
f	got it right 	
f	right i'm now above it 	
g	right over the top to the left-hand side 	
f	right 	
f	uh i'm sitting above the disused monastery right 	
g	right 	
g	further over to your left and down 'til you're like in line 	
g	er 	
f	s-- start again right start again 	
g	right 	
g	you've went straight up right and then 	
f	where should i be just now where sh-- where do you want me to be 	
g	at the right-hand side of the disused monastery 	
f	how did i get there did i go right round it from the left 	
g	no no 	
g	like this is look where are you now tell me where you are 	
f	in the middle of disused monastery above it 	
g	right fine 	
g	keep going left 	
f	right 	
f	but i went the opposite way i came round from the left 	
g	what 	
f	i came round from the left 	
g	right 	
f	that's that's what you said to 	
g	from the allotments right you went in an angle up the way to about 	
f	right 	
g	and then you went st-- directly straight up the way 	
f	straight up 	
f	and i like i was in the middle of the disused monastery 	
g	in the middle of it straight through the middle of it 	
f	no no 	
f	just underneath it in line with the middle 	
g	no 	
g	you shouldn't have been you should have been round the side of it at the right-hand side 	
f	well 	
f	do you want me i'll change it then 	
g	right 	
f	see i-- but i've got a flight museum there that's what put me off i had to 	
g	go round the side just the side of the disused monastery 	
f	right 	
f	so i'm going right round the top of it now 	
g	mmhmm 	
f	right 	
f	um 	
f	that's a lot of garbage that 	
f	right got it now 	
f	that was a laugh it's that flight museum that's putting me off 	
g	well 	
g	i've no got that on my map right 	
f	right fine 	
g	see you're round the side on that the left-hand side 	
f	i'm on the left right 	
g	right 	
g	so you go s-- sort of 	
f	t-- 	
g	see where the words disused monastery are right 	
f	right 	
g	go to your le-- the right no with your pen you're just like your finger say right go to your left about two centimetres three centimetres 	
f	aye 	
g	and 	
f	go straight up 	
g	that's how far down you go 	
g	right 	
f	right 	
g	in line with that's how far down you go with your pen 	
f	mmhmm 	
g	right 	
f	mmhmm 	
g	so do that then 	
f	oh right i understand what you mean but 	
g	do you see what i mean 	
f	i've i've knackered a wee bit doesnae matter 	
f	that's fine 	
g	and then go in a straight line 	
f	mmhmm 	
f	up no 	
g	no it's 	
g	just straight to the left 	
g	about five centimetres six centimetres 	
f	how far 	
f	have you got alpine garden 	
g	uh-huh 	
f	to underneath the what letter 	
g	no 	
g	right you're just going straight along here right 'til you're you're halfway along the pay-- like the page is like halfway a-- along the page up and down if you see what i mean 	
f	yes mmhmm 	
g	right 	
f	right 	
g	and then you go straight up to your to the left-hand side of the alpine garden 	
f	so go ri-- whi-- right by it and then up to the left of it 	
g	mmhmm 	
f	right got it 	
g	and then round to your right over the top of it 	
f	have you got a level crossing 	
g	no 	
g	have you got youth hostel no 	
f	nope 	
g	right 	
f	i'll need to go round the youth hostel now right i'm over the top alpine garden 	
g	right 	
g	above the "d" sort of the "d" of alpine garden it just goes 	
f	i'm actually above well by the "n" but it doesnae matter it doesnae make that accurate 	
g	well 	
g	you need to go round the youth hostel so you go straight up the top right no no straight up and then 	
f	from the "d" 	
g	mmhmm 	
f	right 	
f	i'll go back a bit then 	
f	how far 	
g	so you're 	
f	you got the picket fence 	
g	uh-huh 	
f	as far as that 	
g	no 	
f	well 	
f	between alpine garden and picket fence there's a gap 	
f	how 	
g	about 	
f	half way 	
g	no 	
g	about three quarters 	
f	three quarters 	
f	right 	
g	and go to your right about two centimetres three centimetres 	
f	got it 	
g	and then s-- s-- have 	
g	you got a telephone box 	
f	it's away to the right of disused monastery 	
g	you've got the telephone box is away over on the right-hand side about halfway bottom of it's about halfway up the page 	
f	just to the right of the disused monastery 	
g	right so f-- so where you are go sou-- 	
f	just to the right of the disused monastery 	
g	i've not got a d-- 	
f	up a wee bit 	
g	aye right 	
f	you've got the disused monastery 	
g	aye so i have 	
g	right 	
g	right 	
g	from where you are go 	
f	diagonally 	
g	southeast diagonally 	
g	'til you get to the "t" of the telephone box 	
f	s-- 	
f	above it below it beside it 	
g	below it 	
g	just below the "t" of the telephone box right 	
f	right 	
g	and then go straight round the bottom s-- of the wording where it says telephone box to the "x" and round the side of the "x" and up and and kind of up the way 	
f	how far 	
g	about er four centimetres five centimetres 	
f	level with the top of the box 	
g	mmhmm 	
f	right 	
g	well a bit further up than that 	
f	right 	
g	and then sort of go er 	
f	where 	
f	have you got the east lake 	
g	uh-huh 	
f	where are where are we aiming to finish here 	
g	right 	
g	go about one centimetre to the your left 	
f	to my left 	
g	uh-huh 	
f	it doesnae need to be that accurate we're just trying to avoid all these other things 	
g	right 	
g	well it's sort of curving 	
f	i think 	
f	to where 	
g	up the way sort of curving up the way to about erm 	
g	see at the m-- the east lake see the bottom line 	
f	aye there's a sort of 	
g	well 	
g	halfway in between that 	
f	in a sort of sloping line 	
g	the bottom the very bottom line like imagine that's cut in half 	
f	is it a sloping line 	
f	right 	
g	and then 	
g	like you're sort of 	
f	i've t-- to curve up there 	
g	uh-huh 	
g	so like you're sort of curving up to you're a halfway a like the halfway of the east lake 	
f	well 	
f	i've got a level crossing i'll avoid that 	
g	right 	
f	right i'm there 	
g	'til you're just at the bottom of the east lake 	
f	aye well a wee bit off it you know 	
g	then go to your left 	
f	have you got the parked van 	
g	uh-huh 	
f	where now 	
g	go to your left about 	
g	see where the the bottom line of the east lake right 	
f	right 	
g	erm 	
g	see the the left-hand point of it 	
f	aye 	
g	the bottom line 	
f	aye i see it now 	
g	well 	
g	about about er maybe two centimetres out from that that's how far you go 	
f	got it 	
g	that's you finished 	
f	that's the parked f-- that's us at the end 	
g	uh-huh 	
f	right 	
