Found 2 args.
Observation: q2ec4; Result size: 254; atts: 2
who	$m	
f	alright there we go 	
g	and you want to go to the sort of midpoint of the rift valley you want to intersect in the midpoint of the rift valley going down the way 	
g	do you know what i mean 	
f	not quite 	
g	right 	
g	you've got in you're above the rift valley first of all right 	
f	was i 	
g	yeah 	
g	above the rift valley 	
g	you go above the rift valley and then you start coming down as in into the rift valley and you intersect like the line of the rift valley in the midpoint 	
f	right 	
f	mm that's not where i am now 	
f	right so where hang on right so 	
g	your rift valley is "u"-shaped yeah 	
f	yeah 	
f	in a c-- like as the two ends are pointing up towards top of the page 	
g	yeah 	
f	right 	
f	and i was supposed to start above it there and come down through it 	
g	yes 	
f	well 	
f	i've done it back to front but never mind right 	
f	eh so i should now be below it 	
g	yeah 	
g	through the midpoint 	
g	below your rift valley about four inches down do you have rocks 	
f	yeah 	
g	and do you have a stone creek 	
f	erm no 	
f	i've got the rocks i've got like two rocks 	
g	uh-huh 	
f	and again a couple of inches below that i've got outlaws' hideout 	
g	yeah 	
g	i've got that 	
f	but i haven't got anything else round about that area 	
g	you've got nothing to like the left of it 	
f	er right over i've got rapids about three inches across from the rocks 	
g	well i've got a stone creek there 	
g	see in between 	
g	you want to go from the rift valley right down in between the rocks 	
f	thr-- through the centre of the two rocks 	
g	no 	
g	no not sorry 	
g	i i i don't mean through the two rocks i mean like to the left of the two rocks about an inch 	
f	right okay 	
f	so is it 	
f	well okay alright i think i've got this 	
f	the first part of this is a total state 	
g	do you have white water 	
f	er well that'll be the rapids 	
g	yeah that's true 	
g	and you don't have a stone creek above your white water 	
f	no i've got 	
g	or a swamp to its left 	
f	i've got the swamp 	
f	and like directly above the rapids i've got a diamond mine 	
g	to its left 	
g	well that's a a stone c-- ss 	
f	but you know right right back at the start 	
g	oh no aye yeah 	
g	you don't have like above the the rapids to its s-- slightly to its right you don't have a stone creek 	
f	nope 	
g	no well 	
g	take your line right down to your rapids which is my white water and just like 	
f	am i going above or below here 	
f	at the moment i'm at at the moment i'm just slightly to the left of the rocks 	
g	above 	
f	so where's where do i go from there 	
g	right okay 	
g	right round the white water or right round the rapids 	
f	taking it round from the top or 	
g	from the top 	
g	but stay quite close 'cause you don't otherwise you're going to be in that stone creek 	
f	right okay 	
f	right 	
f	so i'm now at the top left-hand corner of the rapids 	
g	right okay 	
g	come down come straight down to below that like j-- a straight line down but take it to at least two inches below your outlaws' hideout not like you mean like s-- straight down but like 	
f	oh i see what you mean yeah 	
g	in like length further down from that on the page 	
f	have you got a manned fort below the rapids 	
g	no 	
f	'cause i've got that interrupting er like dir-- almost directly below it slightly to the left i've got a manned fort 	
g	you got another stone creek 	
f	eh oh right 	
g	and stone slabs 	
f	yeah it's right the way down below the manned fort 	
f	have you not got anything in between the rapids and the stone creek down at the bottom 	
g	no 	
g	well yeah 	
g	slightly to its right there's some stone slabs 	
f	yeah no in right in between the two of those i've got a manned fort 	
g	no 	
g	how far down's the manned fort 	
f	er about two inches maybe two and a half 	
g	take it further down go right under the manned go under your manned fort and between your stone creek 	
f	the stone creek and the stone slabs 	
g	no 	
g	go r-- go down under your manned fort and then 	
f	which way do you want me to go round the r-- left or the right-hand side of that 	
g	go round the left-hand side 	
f	right okay 	
g	and then 	
g	when you get to the b-- when you get below it go up towards your ha-- outlaws' hideout and sort of take the line s-- sloping up so it's like going straight up towards the outlaws' hideout or it's going close to the hideout it's like you're so you're going to the other side of the page 	
f	right so 	
f	it's a diagonal across the page towards that 	
g	yeah 	
f	that sounds a bit drastic 	
f	right 	
g	right below your outlaws' hideout a good bit below do you have a noose 	
f	yeah 	
f	have you got a gold mine there as well just 	
g	no 	
f	just to below and to the right of the outlaws' hideout i've got a gold mine 	
g	no i've got nothing 	
f	i'm going to be quite wealthy i've got all the mines 	
g	do you have a swan pond 	
f	erm no 	
g	no 	
g	do you have a saloon bar 	
f	er i've got a saloon bar right down on the left-hand side 	
g	head for that and we'll be okay 	
g	no ehm see the outlaws' hideout 	
f	short cut 	
f	yeah 	
g	you're right up beside that 	
f	mmhmm i'm 	
f	ju-- well i've got it at the moment i'm slightly below it but 	
g	you've got a gold mine a gold mine you got a gold mine below that 	
f	yeah 	
g	far below it 	
f	erm 	
g	directly below it 	
f	not directly below it 	
f	just just below the "u" if you take it down from the hideout er that that's just that's just at the left-hand side 	
g	aye 	
g	that'll be where my s-- that'll be where my stone labs 	
g	that'll be where my stone slabs are 	
f	but are your stone slabs not kind of at the other side of that 	
g	i would imagine 	
f	'cause my stone slabs are like maybe what two and a half inches below and to the left 	
g	aye right okay 	
g	so you're saying they're it's to the right then this thing 	
f	the gold mine is 	
g	right above the noose 	
f	mm aye directly above the noose that's a better description 	
g	okay 	
g	well-- 	
g	from where that line is that you've drawn go straight down 'til you pass the noose and you're passing the noose like on its right-hand side by a wee bit 	
f	on its right-hand side 	
g	if you know what i mean 	
g	yeah 	
f	so that's like towards the edge of the paper here 	
g	mmhmm 	
f	right there we go 	
f	i've come right down below that 	
g	yeah 	
g	then you don't have anything else down like 	
f	i've got the saloon bar and i've got the stone creek directly across to the left of the noose er but i've got nothing else in that area at all 	
g	uh-huh 	
g	right 	
f	you know like below that i should say i mean in the m-- in the middle and to b-- above them and the stone slabs 	
g	okay 	
g	right 	
g	you know how the like on line with the saloon bar 	
f	mmhmm 	
g	about two inches along i've got a swans pond 	
f	right 	
f	so i've to avoid that 	
g	you want to avoid that 	
g	so 	
f	so go above it 	
g	need to go go up above it 	
g	and then down and under the saloon bar to the finish 	
f	phoar 	
g	is that you 	
f	that's it yeah 	
g	yee-ha 	
g	okay 	
g	home boy let's see you done 	
f	what the first bit of that was a total disaster 	
g	he'll probably kill me here 	
f	'cause i came through the rift valley the wrong way i was supposed to come from the top and go down 'til like down through it 	
g	yeah 	
f	'cause i well i came from underneath don't know what i was doing down there 	
