Found 2 args.
Observation: q6nc2; Result size: 415; atts: 2
who	$m	
f	and it just goes straight up from where i say overnight accommodation would be just right up northwards yeah 	
g	oh 	
g	where how f-- is it is your overnight accommodation directly above the meadow 	
f	it's the middle of of it's a wee a wee house the middle of it is straight up from the meadow 	
g	right 	
f	on the left of the meadow yo-- the the far left the meadow straight up from there 	
g	yeah 	
g	just above the wee birds 	
f	yeah above the wee birds uh-huh 	
g	right that's tha-- the-- right i know where you are 	
f	and sight and eh the start of it is s-- straight across from the start writing 	
g	right that's it 	
f	so 	
g	right 	
g	that's that's where on my map is 	
f	uh-huh 	
f	so i just want to go up from there 	
g	uh-huh 	
f	which side of the ruined monastery should i sort of be coming out at the right side 	
g	oh have you got the ruined monastery 	
f	yeah 	
f	the ruined monastery's 	
g	right 	
g	you should go up the right side and over over the top and down the left 	
f	sort of ta-- 	
g	but then stop once you're at the left side of it 	
g	right 	
f	right 	
f	right 	
f	so i go straight up round to the right over the top and down by the left 	
g	yeah 	
f	and how far down so i'm just sort of where the writing is on the left-hand side 	
g	just 	
g	yeah just about there 	
f	right right i'm there 	
g	are you 	
f	uh-huh 	
g	right 	
g	we go w-- eh left right along 	
g	'cause there's a lake just underneath that there's west lake 	
g	have you got that 	
f	no 	
f	i've only got east lake i've not got west lake 	
g	right 	
g	we-- west lake is between the start and where you are and it's sort of a big circle and it's the b-- eh the the top of it's just just very just underneath the ruined monastery writing 	
f	uh-huh 	
g	so it's just a sort of big circle 	
g	so if you draw that in 	
f	right 	
f	it starts just under the ruined monastery it goes to the start 	
f	and now what is it 	
g	well 	
g	it's it's sort of 	
f	what's this 	
f	ne-- excuse me 	
g	it's above the start whereas the th-- what is it it's a sort of eh 	
g	how can i describe the shape 	
g	it go so straight along the top straight straight down the right-hand side 	
g	right 	
g	just along a wee bit then a diagonal line up so it's like a triangle 	
f	uh 	
g	fo-- you could join the bottom of the lake with the start and the and the left-hand side of it to make a triangle 	
f	you join the the bottom 	
f	oh see i've not got the bottom lake 	
f	the bottom lake's the start you say 	
g	yeah 	
f	uh-huh 	
g	but it doesn't go right the way along to the start it stops about halfway 	
f	right 	
f	right okay 	
g	right 	
f	i've got that roughly 	
f	and where's the next point in the triangle just under the ruined monastery 	
g	eh no wait a minute 	
g	what have you drawn 	
f	i've got a 	
g	a line along the top 	
f	a line right a straight line along the top 	
g	right 	
f	from from where i am sort of thing 	
g	yeah 	
f	right 	
g	it's not really straight but it's but it's easier to draw it straight 	
f	oh 	
f	right uh-huh 	
f	right i've got that 	
g	then 	
g	straight line down the right-hand side 	
f	eh to just the start bit down from down from where where's it start going down from the stile or from the start or what 	
g	eh it's going down towards the start 	
f	right 	
f	straight down or sort of diagonally down towards it 	
g	sort of s-- straight down 	
f	right 	
f	and the other one's sort of 	
g	it goes about three centimetres towards uh it stops at the start you know 	
f	uh-huh s-- right 	
g	in line with it it goes about three centimetres towards it 	
f	right 	
g	right 	
g	and then goes up in a diagonal line for about five six centimetres 	
f	right 	
g	and then 	
g	it g-- and then it joins with the start i-- it joins with the top 	
f	right okay f-- 	
g	right 	
f	five fi-- 	
f	right 	
f	i've got the sort of basic shape anyway so i should be able to a-- avoid it 	
g	avoid it 	
g	right 	
g	that's west lake 	
f	right 	
g	so 	
g	you're currently stopped in line with the ruined monastery wording 	
f	i should be above i should be slightly above the lake then am i 	
g	yeah 	
f	uh-huh right 	
g	right 	
g	you go left along 'til you're in line with the left-hand side of the stile 	
f	right 	
g	then go up and over the top the stile and stop there 	
f	straight up over the stile 	
g	straight up 	
g	and ehm 	
g	as soon as you reach the top the stile turn right and go along 'til you reach the end it 	
f	right 	
f	so i'm over the stile i've turn right 'til i reach the end of the stile 	
g	right 	
f	uh-huh 	
f	so that's just sort of a few centimetres 	
g	uh-huh 	
f	right 	
g	then you stop 	
f	uh-huh 	
g	right 	
g	you go n-- go north for about three centimetres 	
f	right 	
g	and then go along for about one centimetre one or two i'd say two 	
f	so i'm at the bo-- i'm sort of at the left-hand bottom of the popular tourist spot castle thing 	
f	or have you not got that 	
g	i don't have that 	
f	right 	
g	it says great viewpoint 	
g	it's miles away from that wha-- 	
g	there's w-- a great viewpoint 	
f	yeah great viewpoint's awa-- quite a bit above it 	
g	yeah 	
f	and to the left yeah 	
g	yeah you should be there 	
f	so right 	
f	i'm i'm there 	
f	is there any hazards round about here then 	
g	then you go along 	
g	eh no there's nothing on my map 	
f	right 	
g	right 	
g	so go about two centimetres along 	
f	eh to my right 	
g	to your right 	
f	uh-huh 	
g	then take a diagonal route down 	
g	have you got the dead tree marked 	
f	the dutch elm 	
g	it says dead tree 	
f	is it er underneath the rocket launch pad at your right 	
g	eh 	
g	i don't have a l-- a rocket launch pad 	
f	right well 	
f	underneath the e-- 	
f	e-- don't have east lake either do you 	
f	well 	
g	yeah i've got the east lake 	
f	sort of right well it's just sort of ten centimetres down from the right-hand side of the east lake 	
f	is that right 	
g	oh i don't have that 	
f	ah my my east lake's top hand right corner 	
g	yeah 	
g	that's where i've got the lake 	
f	uh-huh 	
g	and there's a great viewpoint just underneath it 	
g	have you got that 	
f	no 	
f	i've my great viewpoint's the the opposite corner 	
g	oh i've got two v-- great viewpoints 	
f	ah right i see 	
g	right so i've got a great viewpoint just underneath the lake 	
f	s-- 	
g	but the-- there's a tree it's sort of black and wee branches it's g-- it's oh it's dead it's got no leaves on it 	
f	yeah i don't i don't have 	
f	right 	
f	i don't have it in the same place i've got one underneath east lake sort of ten centimetres down so 	
g	yeah 	
g	that's where mine is 	
f	oh right 	
f	it's underneath the east lake about ten centimetres down from it 	
g	uh-huh 	
f	right 	
f	i'm i'm i'm pos-- right i'm now sort of above the stile to the right 	
f	so where where from here 	
g	you're above the stile to the right 	
g	did you you you went along to the stile and then you went up 	
f	uh-huh 	
f	i went eh along i went along to the right-hand side the stile like you said then went up sort of a few centimetres and along slightly again to the right 	
g	right 	
g	you take a diagonal line down 'til you're underneath the tree 	
f	right 	
f	just straight diagonal down 	
f	i don't know if i should sort of avoid this popular tourist spot or go to it or what you see i'm not eh i'm not sure if the idea is to have a tremendous holiday or 	
g	i don't know 	
f	if the tourist spot's a trap or what 	
f	right i'll just i'll just go along 	
f	down so i'm right underneath the tree 	
g	right 	
g	you go around go round the right-hand side of the tree 'til you're at the top of it 	
f	is it right on top of the tree or just at the right-hand side at the top 	
g	go round the right-hand side the tree 	
f	uh-huh 	
g	and then go along along the the top 'til you're right above it 	
f	right i'm right above it 	
g	right 	
g	now 	
g	take a diagonal line up about two centimetres on quite a steep angle 	
f	eh to the left or right 	
g	to the left 	
f	right 	
g	right 	
g	then 	
g	go straight up to the bottom of the lake 	
f	right well 	
f	i've got a rocket launch pad there which i'll sort of sidestep 	
g	yeah 	
f	so i want to be right underneath the bottom of the lake 	
g	right 	
f	on the sort of right-hand side of the lake 	
g	well 	
g	you're about three three centimetres from the right-hand side of the lake 	
f	oh i shouldn't actually be a-- below the lake no 	
g	you're about three centimetres from the right hand side of the lake 	
f	oh right 	
f	uh-huh that's right i'm 	
g	towards the left-hand side 	
f	yeah yeah that's where i am yeah 	
f	so i just want to go up so i'm underneath the lake 	
g	yeah 	
f	and and the same sort of position 	
g	now 	
g	your lake see the wee bit of the lake know the bottom of the lake stops then it goes up a wee bit before it goes a diagonal 	
f	ehm y-- yeah uh-huh 	
g	do you see that 	
f	yeah 	
g	right 	
g	go straight along the bottom of the lake following it 'til you reach there and then go about two centimetres further and that's the finish 	
f	right so i want to 	
f	there's the bottom the bottom right of the lake 	
f	so in other words i want to sort of follow the shape of the lake 	
g	mmhmm 	
g	follow the shape of the lake until you y-- until like you reach the 	
f	the sort of diagonal bit near the end 	
g	'til you reach the end of the bo-- 	
g	know the bottom sort of slopes up and then there's a sharp there's er about a ninety degree angle and it goes north 	
f	uh-huh 	
g	right 	
g	you want to go along to about there and then go another two centimetres following the same line 	
f	so i want to go to the the bottom right-hand corner of the lake to start with 	
g	yeah 	
f	right 	
f	right 	
f	i'm at the bottom right-hand corner of the lake now 	
g	right 	
g	go it's d-- eh go just about a couple of centimetres past that 	
f	eh ab-- abo-- up or to the side 	
g	just on the same a-- the same same way 	
f	right 	
f	the same way as the lake goes 	
g	no 	
f	y-- 	
g	the same way you were traveling 	
f	oh eh 	
f	well y-- you don't really know which way i'm traveling i'm sort of traveling i if i was doing it the way i'm traveling i'd be going off to the right 	
f	you want me to go up or to the right or what 	
g	hmm 	
f	ehm 	
f	well i'm at the bottom of the lake 	
g	right 	
f	the bottom right-hand corner of the lake 	
f	do you want me to go two centimetres to the right or do you want me to go up 	
g	oh no 	
g	you're supposed to be at the bottom left-hand side of the lake 	
f	oh the bottom left-hand side 	
g	yeah 	
f	oh right i see wh-- i see what you're doing a bit better now right 	
f	i hopefully allowed to scrub that out 	
f	so i want to go to the bottom oh right sorry there was a bit of a 	
g	no 	
g	it was my mistake i didn't realise you were saying bottom right-hand 	
f	don't know what the what the wha-- what the psychologists'll take from that i don't know right from my left perhaps 	
f	right 	
f	i'm i'm there i'm at the bottom 	
f	so i want to just go up same way the lake's going about two centimetres 	
g	no 	
g	you want go same way you're traveling 	
f	uh-huh right 	
g	just beyond the beyond the bottom of the lake for about two centimetres and that's the finish 	
f	right 	
g	it it should be directly under the left-hand side of the lake 	
f	right i know where you are 	
