Found 2 args.
Observation: q4ec2; Result size: 213; atts: 2
who	$m	
g	right 	
f	to where 	
g	to just ehm below the level of field station 	
f	not got that 	
f	have you got banana tree 	
g	aye the banana tree bu-- 	
g	is there a field station there as well 	
f	no nothing there 	
f	oh yeah yes uh-huh 	
g	yeah right 	
f	so i'm going towards field station 	
g	yeah 	
g	go towards field station right 	
f	okay 	
g	until you're eh u-- just underneath the level of the words field station 	
f	okay 	
g	these are identical maps i hope 	
g	right eh right 	
g	then you want to go horizontally eh from eh right to left eh above the banana tree above eh the actual banana tree itself 	
f	i just double back the way 	
g	yes 	
g	like that 	
f	okay 	
f	where to 	
g	right just p-- until you're past banana tree 	
f	okay 	
g	then come vertically down until you come to gold mine 	
f	don't have a gold mine 	
g	you don't have a gold mine 	
f	no 	
g	you must have a gold mine somewhere yeah 	
f	i don't i didn't have that 	
g	is it is it below banana tree 	
f	no 	
g	no 	
f	rock fall i've got 	
g	rock fall 	
g	surely between rock fall and banana tree you've got a gold mine no 	
f	no 	
g	is it is it anywhere at all near 	
f	i've got to the right of banana tree and down there's rope bridge 	
g	eh say that again to the 	
f	to the right of banana tree there's a rope bridge 	
g	right 	
g	now that's slightly down isn't it 	
f	yeah uh-huh 	
g	and eh rock fall is like eh it forms a triangle 	
f	yeah that's right aye 	
g	right 	
g	ehm 	
f	where's your gold mine 	
g	well my gold mine is uh the eh the mid point of the banana tree and rock fall line 	
f	right 	
f	well no i haven't got that 	
g	so you don't have that ehm right 	
g	well mine that must mean that this that you can bypass this obstacle 	
g	so ehm from where you are you're you're you're next to banana tree the word aren't you yeah is that where you are 	
f	i'm above banana tree 	
g	you're certainly above it right 	
f	uh-huh 	
g	okay right come eh vertically down to just below the word banana tree 	
f	okay 	
g	now ehm since this obstacle is missing eh we can either go down and follow the exact same path as they've gone or we can go across to the rope bridge and down there ehm 	
g	just wondering i suppose i ought to keep it the same as what they've got 	
g	so ehm come down 'til you're just below the level of the word rope bridge eh just a vertical line straight down just draw it straight down 	
f	from banana tree over to rope bridge 	
g	yeah 	
g	well no no 	
g	no 	
g	just a vertical line straight down ehm to just below the level of rope bridge 	
f	okay 	
g	right and then eh and it's about ehm it's near the midpoint of eh banana tree rock fall line 	
f	mmhmm 	
g	it's just slightly below that 	
g	ehm then you want to go eh right ehm from left to right want to draw horizontal line ehm to about the middle of the page if there's if there's no obstacle there 	
f	sorry say that again 	
g	right 	
f	right i'm i'm beside rope bridge just now 	
g	you're bes-- beside rope bridge 	
f	did you mean just go straight keep going down but not go to 	
g	yes 	
g	i meant to go straight down yeah 	
f	right okay 	
f	i'll just change that 	
g	right 	
f	uh-huh 	
g	right 	
g	so you've just drawn a a vertical line from banana tree down right 	
g	now you want to go eh from left to right ehm about to the middle of the page roughly 	
f	okay 	
g	right 	
g	then you want to draw a a vertical line from there up the way eh to the same level as the rope bridge 	
f	mmhmm 	
g	not the rope bridge word but the actual rope bridge itself 	
f	mmhmm 	
f	and this would be like sort of in the centre of the page 	
g	it's more or less yes in the centre of the page 	
f	roughly okay 	
g	right 	
g	then 	
f	mmhmm 	
g	right n-- from there you want to eh go from left to right across the rope bridge and it's actually ehm if if you think of a d-- it was it's not on the rope bridge the word but the rope bridge itself you want the the the line to pass through the diagram 	
f	uh-huh right 	
g	right 	
f	okay 	
g	right 	
g	now do you have giraffes in eh below rope bridge roughly 	
f	uh-huh 	
g	right 	
g	ehm now you want to eh draw a vertical line down from the where you've just left the rope bridge but to the the right of the giraffes 	
f	do you s-- do you have crocodiles underneath the rope bridge 	
g	no 	
g	right so there's crocodiles on yours 	
g	ehm there's no crocodiles on mine 	
g	whereabouts are they eh n-- as with respect to the rope bridge 	
f	directly underneath the right-hand side of the rope bridge 	
g	right i see right 	
f	so if there's no obstruction beneath the rope bridge on the other side before you cross it do you think i could go from directly from there to the giraffes 	
g	yeah i s-- i suppose if 	
g	as long as we don't draw over the he-- the crocodiles themselves it'll be okay 	
f	no that that won't that won't affect it 	
g	right okay 	
g	so as long as you avoid them eh if you can just extend your horizontal line out to the the just from the the side of the page 	
f	from before crossing the rope bridge 	
g	well no i'm i want you to cross the rope bridge right 	
f	but then i can't actually get from the other end of the rope bridge to the giraffes 	
g	oh right 	
g	so they're so they're actually barring that way 	
f	without the crocodiles 	
f	well i imagine so 	
f	less i just drew round them which i suppose i could 	
g	eh can you dr-- actually draw round them 	
f	well yeah i suppose 	
g	well if you could draw round them then 	
f	straight down to the giraffes 	
g	yeah 	
g	just to the left eh t-- sorry to the right of the giraffes in between the the edge of the page and the giraffes 	
f	okay 	
g	right 	
g	now 	
g	you want to go from there eh to your eh left just underneath the giraffes 	
g	now is there any obstacle there 	
f	there's the disused warehouse 	
f	you got that 	
g	disthouse u-- no i don't have that 	
g	it's another obstacle right 	
g	ehm if you can just go round eh above the eh disused warehouse 	
g	and then you want to go eh under the great lake and to the finish 	
f	under the great lake 	
g	yeah 	
f	where's the finish just there 	
g	well the finish is just between rock fall and great lake it's n-- it's not directly between them but it's on the same level as that 	
f	okay 	
g	so that's it finished then 	
