Found 2 args.
Observation: q4nc6; Result size: 377; atts: 2
who	$m	
g	to the bottom corner of the lake the pointy bit 	
g	see it 	
f	oh right this i-- this is to the left this is towards the parked van 	
g	have you got a pointy bit 	
g	yes this is t-- aiming towards the parked van 	
f	right okay right okay 	
g	so you're right under the bottom corner at the moment 	
f	uh-huh 	
f	right 	
g	and just continue that line for about another centimetre and that's the finish just in the exact same 	
f	just below that wee bump 	
g	that's be-- just below the wee bump that's it 	
f	right okay 	
g	exactly 	
g	and that's it 	
f	right 	
f	ah 	
g	that's it very good 	
f	no problem 	
g	that was that was a lot easier than the one with neil i'll tell you that 	
f	we're a team 	
