Found 2 args.
Observation: q1nc3; Result size: 404; atts: 2
who	$m	
f	to the fast running creek 	
g	and right 	
g	imagine there's a graveyard 	
g	right 	
f	mmhmm 	
g	right 	
g	just in the centre of the diamond mine 	
f	uh-huh 	
g	and the fast flowing river just imagine that 	
g	right 	
f	uh-huh 	
g	and you j-- you're going round that you're going round the graveyard 	
f	like as above it 	
g	no 	
g	below it 	
f	right 	
f	so just slightly below it then 	
g	mmhmm 	
f	to where 	
g	so you're sort of curving round to the graveyard 	
f	uh-huh 	
f	right okay 	
f	right 	
g	right 	
f	right 	
f	so we're going slightly up 	
g	you're going round the graveyard 	
g	uh-huh 	
f	but i can't imagine where the graveyard is right 	
g	i know you don't 	
g	right 	
g	it's just 	
g	just imagine it's the same size as the diamond mine and the fast flowing river i-- right but it's parked in the middle 	
f	right right okay 	
f	so where are we now 	
g	so 	
f	so i've to go round 	
g	if mmhmm 	
f	but where am i going after that 	
f	i've got to know where i'm going this is it 	
g	you've to you're going round the top of the fast flowing river after you've avoided the graveyard 	
f	right 	
f	and i curve right round the fast flowing river then 	
g	uh-huh mmhmm 	
f	where to 	
g	well right 	
g	you go round 	
g	then 	
f	have you got canoes 	
g	no 	
f	have you got apache camp 	
g	oh uh-huh i've got an apache camp 	
g	it's maybe 	
f	see where you see where fast running creek is and the apache camp 	
g	mmhmm 	
f	bang splat in the middle of that right i've got canoes 	
f	right 	
g	i don't 	
f	right so 	
f	have you got oh you've got you know i've got to go round that so 	
g	uh-huh 	
f	so where are we 	
g	so if you right 	
g	in line with the fast flowing river if you come down maybe one and a half inches 	
f	mmhmm 	
g	eh have you got a carved wooden pole 	
f	yeah 	
f	but it's away down at the bottom of the page 	
g	oh right 	
g	and where's your apache camp 	
f	just before we're halfway down the page 	
f	do-- have you got flat rocks 	
g	mmhmm 	
f	right 	
f	it's just above that it's about a couple of inches but up above that 	
g	yeah that's right 	
g	so if you like c-- curve round the 	
f	apache camp 	
g	no 	
g	don't curve round it j-- 	
g	just you're going m-- forty-five degree angle eh towards the bottom eh left of the page you're going that way you know 	
f	towards the walled city 	
g	uh-huh 	
f	right 	
f	so i'm going round 	
g	and you're going round the outside of the walled city 	
f	on what s-- on what side 	
g	you're going round the top of the walled city and round the left of it on the left-hand side 	
f	so 	
f	and that's at an angle of forty-five degrees 	
g	no 	
f	right i see right 	
f	so from the walled city to where i am just there it's at a forty-five degree angle to where i just wa-- came from 	
g	no 	
f	right see where the fast running creek is right 	
g	yes 	
f	i've just come down a couple of inches 	
g	you've come down about one and a half inches 	
f	uh-huh 	
g	right so 	
g	if you do it then do a forty-five degree line for maybe about three inches 'til you're probably in line with the top of the walled city 	
f	erm 	
g	that height what you're you've to come down the middle of the page take the forty-five degree line down to the middle of the page 	
g	right 	
f	so i should be around the middle of the page 	
g	no not the mi-- the centre no not 	
f	see where i am just now right 	
f	i've come i've come round the top of the fast running creek 	
g	uh-huh 	
f	so i'm really i'd be about i'd be about an inch from the end of the page 	
g	that's right 	
f	and i'm going straight down from that so still i'm an inch away from the page the end of the page 	
g	uh-huh 	
g	so now you've got to take it take your line to the left 'til you come into 	
f	towards the walled city 	
g	uh-huh 	
f	right so i'm above the walled city now and i've curved right round it 	
g	yes 	
g	mmhmm 	
f	i'm just into the left so i'm down at the left-hand side of the page i'm just at the bottom of the walled city 	
g	the walled city is just above the cen-- halfway up the page right 	
f	uh-huh uh-huh uh-huh 	
g	and you've you've just curved round that 	
f	towards the left 	
f	uh-huh 	
g	and how far is it away from the left-hand side of the page 	
f	about two inches 	
g	that's fine 	
g	so if you've i-- yeah you've curved round 	
f	mmhmm 	
g	right 	
g	are you in line with the bottom of the walled city 	
f	bottom of it have i got to be in line with that 	
f	have i to cut 	
g	no 	
g	right 	
g	just take it down there so i can tell you how many more inches to go down 	
f	so i'm at bottom where the writing is of the walled city so i'm just just t-- in a straight line down there curve right round it 'til i'm there 	
g	uh-huh just there yeah 	
g	so uh-huh 	
f	and er am i going back to the right now 	
g	no 	
g	you're going straight down 	
f	i'm going straight down right 	
g	in a slight curve you're taking it down maybe about to as far as a a third of the way up the page 	
f	mmhmm 	
f	i'm taking it down there 	
g	you're com-- 	
g	uh-huh 	
f	in a curve 	
g	just a very slight curve you know really just about vertically you're going down 	
f	mmhmm 	
g	so right 	
f	mmhmm 	
f	so 	
g	now 	
f	i'm at ghost town 	
g	no 	
g	oh i've got another carved wooden pole down the page as well 	
f	that's uh-huh that's where uh-huh 	
f	i can see that 	
g	uh-huh 	
g	and the flat rocks i've 	
f	ard-- 	
g	in the middle of the page 	
f	no 	
f	they're more like to the right-hand side 	
g	ah halfway up i mean 	
f	mmhmm 	
f	so see where i tell you've got a carved wooden pole and a walled city right 	
g	to the right 	
f	see the carved wooden pole at the bottom of the page near where the three 	
f	can you see a fort 	
g	yes 	
f	right 	
g	at the v-- 	
f	see above it that's the carved wooden pole 	
g	uh-huh 	
f	and the right 	
g	you should be about an inch and a half above that though shouldn't be down that far yet 	
f	that's what i mean uh-huh 	
f	but but see where the carved wooden pole is and you've got see between the walled city and the carved wooden pole 	
g	uh-huh 	
f	i've got a ghost town 	
g	oh have you 	
f	mmhmm 	
g	i don't have anything 	
f	right well 	
f	so where am i going from walled city 	
f	i'm at the ghost town that's it ri-- right between the carved pole and the walled city i'm right in the middle of that 	
g	right 	
g	well you should curve just you you'll have to go below the 	
f	ghost town 	
g	uh-huh 	
f	right i s-- aye 	
g	right just curve round it 	
f	mmhmm 	
g	and have you got a stone creek 	
f	mmhmm 	
g	where's that 	
g	is that about a third of the way u-- up the page 	
f	uh-huh mmhmm 	
f	to like right-hand side 	
g	right 	
g	well you're going above that 	
f	mmhmm 	
g	and you're going up to where the flat rocks are you're just curving up 	
f	mmhmm 	
g	you're avoiding the stone creek in but you're below the flat rocks just very close to the flat rocks 	
f	below the flat rocks 	
g	uh-huh 	
f	uh-huh 	
f	and i go underneath the flat rocks 	
g	so it's just like a c-- 	
g	uh-huh 	
g	it's like a curve 	
f	right 	
g	and then 	
g	so if you take your line to the end of the flat rocks 	
f	uh-huh 	
f	there's saloon bar 	
g	then you're going 	
g	no 	
f	right okay 	
f	you got buffalo 	
g	mmhmm 	
g	that's down at the bottom right 	
f	bottom pa-- 	
f	uh-huh bottom right uh-huh 	
g	well 	
g	what you're doing is you're you should be about an in-- an inch off the end of the page 	
f	uh-huh i am just now 	
g	the right 	
f	uh-huh 	
g	so you're just it's a vertical line basically down eh 	
f	to the buffalo 	
g	round the b-- the buffalos 	
g	uh-huh 	
f	round the buffalos 	
g	uh-huh 	
f	what do you mean like right round 	
g	below the buffalo 	
f	uh-huh 	
g	right 	
f	uh-huh 	
g	so have you got a cattle ranch 	
f	to where 	
f	no 	
g	have you got anyth-- 	
f	i take it it's between the fort and the buffalo 	
g	have you got anything there 	
f	no 	
g	well 	
g	if you right you've curved round below the buffalo 	
f	the buffalo 	
f	mmhmm 	
g	if you just maybe imagine there's a cattle ranch there 	
g	right 	
g	just after the buffalo 	
f	right between the buffalo and the fort 	
g	between the fort uh-huh 	
f	mmhmm 	
g	and it's more in line with the fort 	
g	right 	
f	uh-huh 	
g	so you know how you've curved round 	
f	mmhmm 	
g	where the buffalos are 	
g	you've you'll have to you know 	
f	curve round again sort of thing 	
g	do a bump 	
f	right i know where you are have to bump 	
g	in your route 	
f	and you go round again to the fort 	
g	uh mmhmm 	
f	that's the end 	
g	bump in your route and then round to the fort 	
g	and the finish is above the fort maybe about an inch above the fort 	
f	so on what side on the left or right 	
g	on the left-hand side 	
f	on the left-hand side of the fort 	
g	mmhmm 	
f	so i've got to go right round the f-- 	
g	on the left-hand side you've 	
f	i've got to go right round the fort 	
g	uh-huh 	
f	right 	
g	you know you've got to go below the fort 	
f	uh-huh 	
f	right round to about the is it near the carved wooden pole then the finish 	
g	yes 	
g	it's in line with the carved wooden pole except it's an inch from the 	
f	the fort 	
g	no 	
g	an inch from the left-hand side of the page 	
f	right uh-huh i'm there 	
g	is that you 	
f	i-- but is the finishing point at the fort 	
g	no 	
g	it's above 	
f	right above the fort och i've just got a general gist there 	
g	'bout an inch above the fort 	
f	right okay 	
g	that's it 	
f	right 	
