Found 2 args.
Observation: q7ec2; Result size: 295; atts: 2
who	$m	
f	i could go i could go west past the top of it if you wanted to right over to the edge of the page 	
g	well do that yeah do that 	
g	and you want to go south when you get about half a centimetre to the edge of the page 	
f	right 	
g	until the bottom of the chestnut tree 	
f	in the very bottom 	
g	the very bottom of the chestnut tree 	
f	right 	
f	ba-- but above the words chestnut tree 	
g	yeah 	
g	the bottom of the trunk of the chestnut tree 	
f	mmhmm 	
g	and then you want to go east along the line of the bottom of the chestnut tree to about oh half an inch away from the bottom 	
f	right 	
g	and then you want to go up to the the mid portion of the chestnut tree to finish just below where the the f-- eh the leaf-line starts 	
f	over at the tree itself 	
g	well you're about half an inch away from it 	
f	so 	
f	i'm here just now above the "c" of chestnut 	
g	yeah 	
g	you want to go up like about 	
f	due north 	
g	due north about half just where the wee bump in the tree is 	
f	right 	
g	and that's your finish with a big cross 	
f	right 	
f	there's no finish point marked on this 	
g	yeah 	
g	there's your big cross 	
f	right 	
