Found 2 args.
Observation: q7nc5; Result size: 223; atts: 2
who	$m	
g	and to the right of the granite quarry then i want you to sort of to go over the granite quarry in a circle sort of half moon 	
f	towards the left 	
g	towards the left yeah 	
f	right half moon 	
f	does it need to be quite close to the quarry 	
g	quite close yeah 	
f	right okay 	
g	right 	
f	back down again 	
g	it's down for about an inch not too far stop 	
f	right okay 	
g	right 	
g	now stop there 	
f	stop 	
g	you should have a waterfall 	
f	yeah 	
g	on the left-hand side 	
f	mmhmm 	
g	right and 	
g	do you have a train crossing just below the waterfall 	
f	n-- no 	
f	the train crossing's quite a bit above the waterfall 	
g	right 	
g	i've got that one as well but there's ac-- also one below the waterfall 	
f	all right 	
f	i don't have anything below it 	
g	right so 	
g	if you can take up where you left off and 	
f	right the granite quarry 	
g	go to the left and sort of go under the waterfall about an inch below the waterfall 	
f	in a curve or just straight 	
g	sort of in a slight curve 	
g	below it and then up again past the "w" right up to the top of the the waterfall keeping to the sort of left of the waterfall 	
f	past oh right okay 	
g	and can you sort of stop just above the waterfall 	
f	right 	
f	yeah that's where i stopped so 	
g	and right right 	
g	go to the right to the end of the waterfall at the right 	
g	okay 	
g	just sort of alo-- skim along the top of the waterfall for an inch 	
f	right i've done that 	
g	and then up for an inch and a half 	
f	right 	
f	i've got a public footpath there 	
g	oh my god what's the public footpath like is it 	
f	it just says public footpath and there's just like a little sign with a little man walking on it 	
g	right 	
g	can you sort of dodge 	
f	it's just sort 	
f	have you got the lion country 	
g	no 	
f	well 	
g	ah this is stu-- right 	
f	right okay 	
f	where am i going from there anyway 	
g	right 	
g	you s-- got to the sort of right-hand side of the waterfall right 	
g	like you're supposed to go straight up for about an inch 	
f	right 	
g	but can you go-- go straight up 	
f	right 	
f	well i can do it 	
f	i can go up to the side of the wa-- 	
g	and 	
g	right okay 	
g	and you should just be below some cornfields well about an inch below some cornfields 	
f	well i'm a few inches below it yeah 	
g	okay just 	
f	do you want me to go right up to the cornfields here 	
g	no no 	
g	about an inch below the cornfields 	
f	right okay 	
g	right 	
g	stop 	
g	now 	
g	away to the you can see see the granite quarry can't you 	
g	just above them you should have a f-- 	
f	the sorry what can i see 	
g	the granite quarry 	
f	away down the bottom again where we started u-- 	
g	don't don't don't move it 	
g	just like t-- 	
g	can you just see it 	
f	yeah 	
g	to the right of that have you got a fall-- a fallen cairn 	
f	fallen cairn yeah 	
g	right 	
g	can you go from where you are to the right down sort of diagonally towards the right and sweep below the fallen cairn 	
f	so i'm basically going from where i am underneath the fallen cairn like 	
g	the fallen cairn 	
f	sort of right okay 	
g	mmhmm 	
g	and up towards the right-hand side of the fallen cairn 	
f	right 	
g	right 	
f	far above it or what 	
g	um go up about an inch above it 	
f	right okay 	
g	and sort of start going to your left 	
g	now 	
g	above this fallen cairn you should have some limestone cliffs 	
f	nope 	
f	i've got lion country 	
g	right oh nightmare 	
f	how far above the fallen cairn is the limestone 	
g	two two inches ten about ten centimetres two inches 	
f	well that's practically where my lion country is 	
g	right okay 	
g	can you skim along the left-hand side of the lion country then and just come up to the bottom of the east lake 	
f	along the left-hand side back out to left and then up to the lake yeah 	
g	just 	
g	uh-huh 	
g	and just go straight up to the lake 	
g	and then 	
f	right okay 	
g	straight up 	
f	straight up to the lake 	
g	and then 	
g	and then 	
g	you haven't got a finish cross have you no alright then 	
f	no i don't 	
g	skim along the bottom of the lake towards the left and 	
f	towards sorry should i have gone from the fallen cairn to the right-hand side of the east lake 	
g	no no 	
g	no no 	
g	you just sort of the middle of the east lake 	
f	oh right okay 	
g	at the bottom 	
g	and then skim along to the left 	
f	right 	
g	and 	
g	you've got a little bit right just go keep going along to the left 	
f	i've got cornfields 	
g	and in between the cornfields and the east lake ehm can you put your cross that's the finish 	
f	in between there 	
g	right 	
g	sort of yeah in the middle 	
f	so that's it 	
g	stop that's it 	
