Found 2 args.
Observation: q2nc3; Result size: 319; atts: 2
who	$m	
g	mm that doesn't sound too chuffed 	
g	right okay anyway 	
g	i've got stones here 	
g	is the word rock fall under the rocks 	
f	yeah 	
g	sort of flat stones 	
f	eh no 	
f	mine's are all sort of falling no they're all round and falling 	
g	jaggedy 	
g	oh right okay 	
g	erm well i suppose we've still got to follow this route 	
g	right go straight up about erm mm two inches say 	
f	okay 	
g	from where you are just now 	
g	where are you in relation to the rock fall just now 	
f	right horizontal from it 	
g	horizontal from it 	
f	i-- aye 	
g	right okay 	
f	same same level as it 	
g	well on mine the stones are slightly above where we are just now 	
f	okay 	
g	so um you go 	
f	go up further 	
g	so i think we're safe there 	
g	i think there's two different things but very close 	
f	yeah 	
f	yeah 	
g	right go east directly east about two inches and er 	
g	whoa wait a minute 	
g	have you got a white mountain there at the top right-hand corner 	
f	yeah 	
g	right okay 	
g	go t-- about two inches to the bottom of the white mountain 	
f	ah i can't do that my i'm about mm six inches away from the white mountain and two inches below it 	
g	two inches below it 	
f	yeah 	
g	ehm where are you in relation to the top of the page just now 	
f	where are 	
f	uh about four inches 	
g	four inches 	
f	yeah 	
g	where are you from the left-hand side 	
f	about two 	
g	right there're two bits right 	
g	can you keep on going up until you're within about an inch and a half of the top 	
f	yeah 	
f	okay yeah done it 	
g	right how close are you to the white mountain now 	
f	uh about four inches away 	
g	four inches right 	
f	just round about the same level 	
g	just go east to the base of the white mountain then 	
f	okay 	
g	eh now heading directly north east over the up to the peak of the white mountain 	
f	northeast 	
g	yeah north 	
f	well i'm right underneath the mountain 	
g	are you 	
f	a-- directly right at the bottom 	
g	oh sorry 	
g	the bottom left 	
g	y-- scrub that out 	
f	all right i'll scrub out the line 	
g	and we should be at the bottom 	
f	right 	
f	right n-- 	
g	left-hand corner of the white mountain 	
f	right okay 	
f	then i stop 	
g	right 	
f	up to the top 	
g	eh yeah 	
g	up to top northeast about two inches or so 	
f	yeah 	
g	one and a half maybe 	
g	right back down eh southeast 	
f	right 	
g	the same distance 	
g	now you're going into a curve 	
g	have you got a soft furnishings store 	
f	no 	
g	well that's directly below the white mountain about an inch so we've got about an inch to play with here 	
f	right 	
g	so i want you to curve round underneath the white mountain and then when when your curve is underneath the "n" of mountain 	
g	m-- make it into a straight line eh going left about two inches 	
f	uh-huh 	
f	so going left straight horizontal left two inches 	
g	yeah 	
g	until you're under the base of the white mountain 	
f	right 	
g	i mean the left-hand side where you were when you started going up it 	
f	yeah 	
g	right 	
f	okay 	
g	right go about a c-- a further centimetre 	
f	down 	
g	left 	
f	acr-- right 	
g	now go straight down about three inches 	
f	okay 	
g	and curve round to the right just just a small curve the the length of the curve should be about two centimetres 	
f	right 	
g	and 	
f	is it an u-- an u-- a "u"-turn or a 	
g	well have you got gazelles on yours 	
f	yeah 	
g	right okay 	
g	curve round the left-hand side of the gazelles 	
f	ah but my gazelles are much further down 	
g	ah right 	
g	how far are they below the white mountain 	
f	uh about six inches 	
g	right okay 	
g	well keep going 	
g	i think they're the same as mine 	
f	so 	
g	just keep going in a straight line don't go into the curve yet until you get to the gazelles 	
f	no 	
f	and then curve round the gazelles 	
g	curve round the gazelles 'til you're facing right now 	
f	okay 	
g	okay 	
f	yeah 	
g	right go about two inches 	
g	and that's us finished 	
f	two inches to the right 	
g	yeah 	
