Found 2 args.
Observation: q4ec5; Result size: 183; atts: 2
who	$m	
g	from now on you're going to go generally in a diagonal from right to left 	
g	okay 	
g	but i want you to draw above 	
g	have you got pebbled shore 	
f	yes 	
g	well on my map above directly above pebbled shore there's coconut palm 	
f	there's no such thing on this map 	
g	okay 	
g	so i want you to draw from right to left in a in a diagonal passing the top of pebbled shore okay can you do that and just stop at the end of pebbled shore there 	
f	right okay 	
f	so it's just a diagonal from that first crest to above pebbled shore 	
g	uh-huh 	
g	can you make it can you make that a diagonal sink downwards a bit 	
f	what you you mean curve 	
g	can make it curve dow-- curve downwards a bit 	
f	right so to make it curve above pebbled shore 	
g	but s-- 	
g	yeah 	
g	but still so that it's more following the the li-- the coastline again okay but coming away to go 	
f	where where is the object eh you're trying to avoid 	
g	it's a-- above pebbled shore 	
f	it's 	
g	to the right of pebbled shore just above 	
f	above and to the right right i understand now i-- 	
f	is it ehm how far roughly is it from the the coastline 	
g	ehm the same distance away as pebbled shore is away from the lower coastline 	
f	right okay 	
f	right so curve right 	
g	okay 	
g	what have you got below pebbled shore 	
f	there's eh washed stones 	
g	okay 	
g	i don't have that 	
g	i want ehm you see where the flagship is 	
f	yes 	
g	uh-huh okay 	
g	in a horizontal line from the flagships okay imagine a line drawn there that's the finishing line about a centimetre away from the coastline 	
g	okay 	
f	to the left 	
g	uh-huh 	
g	and i want you to draw from where you are just now in a semicircular shape until you come horizontal with a line 	
f	mmhmm 	
g	beside the flagship can you do that avoiding whatever you've got underneath the pebbled shore 	
f	ehm does this does this curve follow th-- 	
g	that's towards the right 	
g	towards the left sorry 	
f	does the curve follow the coastline or does it f-- go the opposite way 	
g	f-- it goes towards the edge of the paper 	
f	right ah right 	
f	and the the f-- the finish is just to the is between 	
g	it is to the left of the flagship 	
f	the eh the flagship and the edge of the paper 	
g	uh-huh 	
g	about a centimetre away from the coastline 	
f	right okay so 	
f	okay 	
g	okay 	
