Found 2 args.
Observation: q4nc8; Result size: 286; atts: 2
who	$m	
f	right i'm just going through the side of the crocodiles right 'cause i presume that's what oh no i'm i'm c-- i'm cutting his head off eh i'll go round that right there you are i've done a wee circle 	
g	just go round them 	
f	right 	
f	i'm going down to the right of the giraffes 	
f	right past the giraffes the third giraffe's tail 	
g	yeah fine 	
f	right okay 	
f	where from there 	
g	okay ehm 	
f	down to the bottom of the giraffes 	
g	right what what i've got here is i've got a great lake 	
f	mmhmm 	
f	so have i 	
g	and that's the final that's the final obstacle on my map 	
f	right okay 	
f	so i'm at the bottom of the giraffes just now 	
g	so 	
g	you're at the bottom of the giraffes 	
f	i'm in line with the letter "s" of giraffes that's where my last line is 	
g	s-- 	
g	yeah that's fine 	
g	right basically the gr-- the great lake's down at the bottom 	
f	mmhmm 	
f	left-hand side 	
g	so you 	
g	basically all you have to do is head left towards the the bottom of the great lake and go underneath the great lake 	
f	right okay 	
g	okay 	
f	now i've got a disused disused warehouse in between the giraffes and the great lake 	
g	so i 	
g	well 	
f	so how should i s-- 	
f	my line be about 	
g	is it is it above it or below it 	
f	it's to the right-hand side of it 	
g	it's the right sai-- hand side 	
g	well i would go above the disused warehouse 	
f	uh-huh 	
f	right okay so i'm s-- 	
f	uh-huh i see where you're going 	
g	okay 	
f	and i'm going to the bottom of the great lake so i'm sort of doing a a squiggly line 	
g	yeah that's right uh-huh 	
f	right okay 	
g	above the disused warehouse below the great lake 	
f	okay 	
f	i'm below the great lake just now 	
g	and 	
g	finishing level with th-- the c-- come u-- straight up towards the field station 	
f	right okay 	
g	finishing level with the giraffes' kneecaps 	
f	the giraffes' kneecaps 	
g	see the giraffes' kneecaps 	
f	oh god i've my field station's away up at the top of the page 	
g	se-- 	
g	finish at that finish 	
g	no don't go right up to the field station just 	
g	no you you shouldn't not as far as that 	
f	right 	
f	giraffes' kneecaps and that's the finish 	
g	giraffes' kneecaps and that's the finish 	
f	right 	
f	i've gone a wee bit too far but i'll scrub that out 	
g	okay 	
f	finish very good that was good neil 	
