Found 2 args.
Observation: q1nc1; Result size: 686; atts: 2
who	$m	
f	further along to the right and then up about six or seven inches 'til you get to the abandoned cottage so i d-- i do that do i 	
g	mmhmm mmhmm mmhmm 	
g	so you're going to your right old now going out to your right and then eh straight up to the round the abandoned cottage right 	
f	okay so i right well 	
f	i've not drawn anything yet 	
f	i'll go down from the caravan park right 	
g	mmhmm 	
f	and then right 	
g	is the point so that you it's not so that you d-- you avoid that that fence or have you got to go by that fence 	
f	i've avoided the fence now 	
g	right you have right 	
f	i'm i'm going right under the the mill okay 	
g	uh-huh 	
f	and up now 	
g	no 	
g	you ma-- you're actually meant to over the mill 	
f	over the mill 	
g	uh-huh 	
g	as in on the left-hand side of it you know what i mean like going up round it on the map 	
f	mmhmm 	
f	well 	
f	my caravan park is on the left-hand side of the mill 	
g	uh-huh 	
g	so is this 	
g	right 	
f	so i could ju-- 	
g	it's on the it's on the far left isn't it 	
f	yeah my caravan park's on the far left 	
g	uh-huh 	
f	but the mill wheel's to the right of it 	
g	uh-huh that's fine 	
g	so if you you're going to the old mill 	
f	first of all 	
g	mmhmm 	
f	it's the very first place i go 	
g	uh-huh 	
f	well 	
f	i can just draw a line straight between the two then 	
f	right 	
g	yeah but on my map it's not got that it's eh 	
g	you're going in a sort of curve to the bottom of the map then round the old mill 	
f	round beneath the old mill 	
g	uh-huh 	
g	no 	
g	you don't actually go under the old mill you go like round it 	
g	like 	
g	see the side where the steps are 	
f	yeah 	
g	like 	
g	that's how you go just just go round the top 	
f	you actually go round the side where the where the wheel is 	
g	no the other side 	
f	the other side 	
g	uh-huh 	
g	where where the steps are and round the r-- on top of the roof and then you go round to your right 	
g	just keep going right then straight up round the abandoned cottage 	
f	i mean 	
f	surely you could just go you know you could just go straight from the caravan park to the abandoned cottage could you not 	
g	no 	
g	well o-- on the route on this map is you've to go down 	
f	so right so 	
f	i'd b-- i'd have to draw a curve then from the down from the caravan park 	
g	uh-huh 	
f	from the mill wheel and up to the abandoned cottage to the right like a tick shape it'd be s-- the shape of a tick from the the 	
g	no 	
g	the shape of a like an oval shape from the caravan park you start just above the caravans 	
f	right 	
g	right 	
f	mmhmm 	
g	ma-- make mark across above the caravans go round like just like an oval like half an until you come to sort of top of the old mill like say the 	
f	mmhmm 	
g	the corner of the roof 	
f	then up to the abandoned cottage 	
g	then uh-huh 	
g	do a curve right up to your right 	
f	right okay 	
f	right 	
f	i'll draw that 	
g	sort of d-- gradual curve to your right 	
f	right 	
g	eh 	
f	where does it stop 	
g	see where the fenced meadow is 	
f	the bottom right 	
g	uh-huh 	
f	do you go over the abandoned cottage or under it 	
g	well 	
g	see where the fenced meadow is at the bottom of your page 	
f	yeah 	
g	when you go right from the old mill go right and just where eh that you start you come to the beginning of that drawing on the right go straight up round the abandoned cottage 	
f	you're saying you go from the m-- the old mill to the fenced meadow 	
g	no 	
g	you go you're above the fenced meadow the the route is actually above that 	
f	i've g-- 	
f	yeah 	
g	okay it's basi-- if 	
g	see if you go over the old mill 	
f	mmhmm 	
g	right you're o-- you're o-- eh over the the roof right 	
f	mmhmm 	
g	and you're going make a gradual slope to your right 	
f	mmhmm 	
g	okay 	
f	quite steep though up the up the way 	
g	no quite just sort a wee gradual one 	
f	towards the forest 	
g	towards fe-- where the hell's the forest 	
f	the forest from 	
g	no 	
g	there there's no forest 	
f	the forest is beneath the abandoned cottage right on on my map 	
f	to get to the fenced meadow i'd need to go down from the mill 	
g	well 	
g	you don't want to go to the fenced meadow anyway 	
g	i'm just telling i'm giving you a g-- i because it's like 	
f	why did you mention it 	
g	you stop you stop going right above the fenced meadow where you come to that drawing 	
f	in other words the the bottom right-hand side of the abandoned cottage 	
g	no 	
f	surely 	
g	no 	
f	well 	
g	right 	
g	you're at the old mill go back to the old mill 	
g	okay 	
f	yeah i'm there 	
g	right 	
g	see the roof 	
f	yeah 	
g	go over the roof 	
f	yeah mmhmm 	
g	keep going right 	
f	right 	
g	'til about th-- 	
g	right okay 	
g	let's start again in different terms 	
g	see about three quarters of the way to your right in the page 	
f	mmhmm 	
g	stop right when you've go-- drawn your line from the old mill and then just go straight up and make a line round the abandoned like a circle round the abandoned cottage 	
g	curve round the abandoned cottage and round the roof 	
f	okay 	
f	back towards the left-hand side 	
g	uh-huh 	
f	right okay 	
f	right i've done that i've now got th-- 	
g	and s-- 	
f	i've now got three lines on my page but i know the one that 	
g	well 	
f	that will that would just 	
g	it's meant to be a sort of continuous curve is it not 	
f	no 	
f	but i mean that that's like this is the third attempt sort of thing 	
g	oh right i see 	
f	okay 	
g	right 	
g	well see where the abandoned cottage is now right you're at the roof of the abandoned co-- 	
f	yeah 	
f	i'm above the chimney 	
g	right 	
g	go down say about forty-five degrees on a sort of angle 	
f	yeah 	
g	down 	
g	see where the fenced meadow is besi-- on the left-hand side of the r-- uh-huh the left-hand side of your page 	
f	no m-- mine's 	
g	about halfway up 	
f	no that's not there on mine 	
g	is it not 	
f	my fenced meadow's at the bottom right-hand side 	
g	mmhmm 	
g	i've got two here 	
g	right ehm 	
f	you've got two fenced meadows 	
g	mmhmm 	
g	and no forest 	
f	and no forest 	
g	no 	
g	right 	
f	well 	
f	i've gone round the forest in mine 	
g	have you 	
f	yeah 	
f	but i had to though 	
g	right okay 	
g	may-- aye maybe that's what it is then 	
g	oh right 	
g	see where the see where your caravan park is then 	
f	yeah 	
f	i've got nothing above it i've nothing above the caravan park 'til the the west lake 	
g	have you got something below it 	
g	have you got a ca-- have you got a fence below it 	
f	yeah 	
f	the picket fence 	
g	well 	
g	did you go round it 	
f	no 	
f	i went over the mill the the picket fence er hasn't come into it right yet really 	
g	di-- 	
g	well 	
g	see the caravan park 	
g	i-- is there is there a picket fence underneath it 	
f	mmhmm 	
g	well 	
g	could you make a line go round it and then c-- 	
g	is it bet-- is it like down and then the old mill's above from it 	
f	yeah 	
f	the the old mill's like northeast of it 	
g	so can you not go round the picket fence and round the old mill do you not have to go round the picket fence no 	
f	i don't think so 	
f	that that's what we did first of all th-- the the the first line 	
g	uh-huh 	
g	uh-huh 	
f	when i was asking you whether i could you know i had to eh stop before i got to the picket fence or not so but 	
g	well 	
g	do you not have to go round it 	
f	why it's just a fence 	
g	it's it's not a picket fence here so the route must go round the picket fence surely 	
f	you think so 	
f	maybe it's the the route's to stay inside the picket fence 	
g	well 	
g	maybe it is okay as long as you're on the picket fence then i don't know 	
f	i've got one d-- i've got one i don't know realise why it's there 	
g	right right you went by the abandoned cottage right 	
f	i'm above the chimney just now 	
g	right you're above the chimney 	
g	and if you start going dow-- in an angle about forty-five degrees down 	
f	mm mmhmm 	
g	to the to where the bottom of the abandoned cottage 	
g	right 	
f	right okay 	
g	'til oh right so 	
g	you said you where are you now 	
f	the bottom of the abandoned cottage 	
g	right uh-huh 	
g	but wh-- is there anything on your map beside that then on your left-hand side 	
f	no i've got noth-- no i've got nothing between the caravan park and the west lake on the left-hand side 	
g	well 	
g	can you make sort of like right if you make a sort of 	
g	if you make a sort of like a a forty-five degree angle right for about a couple of inches or something and then you start making a circle you know what if you know what i mean if you've got does a sort of angle then sort of curve round 	
g	have you got a west lake 	
f	yeah 	
f	it's at the top left 	
g	well can you can you make a sort of curve then if after your angle sort of like towards the west lake 	
f	a curve 	
f	whe-- where's your fenced meadow on the left-hand side 	
g	uh-huh 	
g	sort of like you've gone 	
g	mm 	
f	where's your fenced meadow on the left-hand side 	
g	it's about halfway up the page that's wh-- uh-huh it's just about about halfway up the page 	
f	so would you know head sort of for the west lake now avoiding you know 	
g	so if you s-- imagine a fenced meadow in the middle of the page 	
g	and you sort of make a circle round up towards the west lake you go up to the west lake and then 	
f	yeah 	
f	along the left-hand side of the page 	
g	mmhmm 	
f	right 	
f	right up to the top 	
g	no 	
g	you go ri-- you make a a ci-- you make a line up go up 	
g	right 	
f	right okay 	
g	to the ti-- 'til you reach the west lake 	
g	see the curve in the at the bottom of the west lake 	
f	right yeah 	
g	that sort of can you see a round curve 	
f	mmhmm 	
g	go to the the eh furthest point of that like in your left-hand side right about the bottom of that curve 	
f	yeah okay 	
g	and start curving round it 	
f	mmhmm 	
g	ti-- if you if you s-- 	
g	can you see a trig point 	
f	no 	
g	no 	
g	ehm 	
g	right have you got the eh the west lake 	
g	so make a curve round the bottom of that curve right so just follow that curve 	
f	mmhmm 	
g	around west lake up to the just up to the point you know 	
g	can you see on the west lake where it goes sort of straight 	
f	yeah 	
f	on the left-hand side 	
g	no oh 	
g	right 	
f	where's your trig point 	
f	do you cross the lake or do you go round it 	
g	just just just go round 	
g	right 	
g	until about 	
g	trying to think wh-- 	
g	see right can you not 	
g	see if there's a circle at the bottom know how you've just gone round it 	
f	mmhmm 	
g	and you keep going up 'til about it's a kind of sh-- there's kind of angle 	
g	oh this is really hard 	
g	see where the farmed land is at the top 	
f	yeah 	
f	but that's at the at the right-hand side of my west lake 	
g	uh-huh it's at the right-hand side 	
f	yeah but i'm at the bottom left-hand side of the lake at the moment 	
g	right well 	
g	so are you at the bottom left-hand 	
g	right 	
f	i've just curved round the bottom 	
g	and and you can cu-- you curve round the bottom and keep going up that curve just curve round that 	
f	right 	
f	so right round the top of the page 	
g	no 	
f	that's a-- no 	
f	i'd have to otherwise i'd be in the lake 	
g	se-- can you see a monument 	
f	the monument's on the right-hand side 	
g	yeah 	
f	not all that far from the abandoned cottage in fact 	
g	uh-huh that's what i mean 	
g	and is the nuclear test site above it 	
f	no 	
f	i don't have a nuclear test site 	
f	i've got a golf course 	
f	have you got a golf course 	
g	no 	
f	no 	
g	right 	
g	have you got 	
f	the golf course is just beneath the east lake about an inch or so down 	
g	is it 	
f	yeah 	
g	up from its furthest point 	
f	no 	
f	from eh okay it's about two inches down from where it says east lake in the lake 	
g	right 	
f	there's a golf course it's not that big 	
g	so you want want you want to go round the golf course then i think 	
f	well 	
f	let's get round the lake first the west lake 	
f	so 	
g	right 	
f	i mean then then that's how i i'd need to go right round the top 	
g	i take it they're the same shape on the maps then 	
f	they must be 	
g	right 	
f	towards the top of the page unless i cross unless i cross the lake i'd need to go right round it 	
g	right 	
g	west lake isn't exac-- 	
g	you don't want to cross the lake 	
f	but how am i going to get to the farmland or any-- or anything else 	
g	you don't want to go to the farmed land 	
g	i just asked if i had if you had farmed land 	
f	so i've to double back on myself 	
g	no 	
f	so what do where 	
f	right 	
f	i'm at the bottom of west lake 	
f	right 	
f	the left-hand side 	
g	uh-huh 	
f	where do i go now 	
g	right 	
g	you you you curve round 	
g	right 	
g	see west lake you can see the curves can't you round west lake 	
f	along the left-hand side 	
g	on the left-hand side right 	
f	mmhmm 	
g	right 	
g	you've just come up from the abandoned cottage right 	
f	mmhmm 	
g	and you've gone straight up 	
f	mmhmm 	
g	to the bottom of west lake 	
g	see directly underneath it where it says west lake 	
f	mmhmm 	
f	oh 	
f	i didn't actually i didn't actually go there 	
g	see the see see whe-- west lake see where the "e" is 	
f	yeah 	
f	mmhmm 	
g	directly under that you can then you see a curve going round to your right it's like a sort of bottom of a circle or something it's quite it's quite rounded 	
f	yeah i know the i know the bit y-- 	
f	the bottom right-hand side this is you're talking about 	
g	mmhmm 	
f	you you talking about the "e" in lake 	
g	mmhmm 	
f	right 	
g	oh god i forgot about that 	
g	right 	
g	you go down and just start 	
g	right 	
g	see where the "e" in lake is right and 	
g	go down to the bottom of that start tracing around that then towards your right 	
f	we're going right now 	
g	uh-huh 	
g	oh sorry have you been going right up the other side 	
f	i thought we were 	
f	i thought you were going left 	
g	no 	
g	we're going right 	
f	so we're going from the abandoned cottage to below where it says lake 	
g	right 	
g	you've got you right you went to the abandoned cottage and you did a sort of circle 	
f	right i've done that now 	
f	and i and then i trace it back round 	
f	right okay i'm doing that now 	
g	uh-huh you are 	
g	and you're going round 	
f	around the bottom right-hand corner okay 	
g	yeah 	
g	round the curve and then up 	
f	right 	
g	round that curve and then up 	
g	and you don't have a trig point 	
f	no 	
f	i've got all these lines on my on my map now 	
g	see ehm where you've curved up from west lake do you know where i'm talking about see how there's a kind of sharp turn to the left 	
f	that don't apply 	
f	yeah 	
g	in west lake 	
f	at the top of the lake 	
g	uh-huh 	
f	yeah 	
g	and then you go down there's a kind of a bit you go straight down and then you go back up again 	
f	mmhmm 	
g	if you can follow this 	
g	right so you've went round the corner right 	
g	start again 	
f	the bottom right okay 	
g	and see wh-- how i just said how it goes straight up and it goes down and it goes up 	
f	yeah 	
g	see that bit that goes up 	
f	yeah 	
g	the first time 	
f	mmhmm 	
g	sort of sharp bit 	
f	yeah 	
g	right 	
g	stop following the curve at the bottom of that 	
f	right okay 	
g	okay 	
g	and see when you get to that 	
g	do an angle follow that 	
g	see that sort of straight angle 	
f	mmhmm 	
g	do a straight line going to your towards your your right down to the left-hand side you're going down 	
f	down to the right to my left-hand side 	
g	right okay 	
g	if d-- if you think of a compass so if it would be your ehm eh southwest 	
f	but i'd be in the lake then 	
g	no 	
g	you wouldn't be in the lake you shouldn't 	
f	i stop drawing the curve right 	
g	mmhmm 	
g	you haven't gone right round the lake have you 	
f	no 	
f	i i started from the "e" in the lake 	
f	right 	
f	and eh traced it round the right-hand side and and up the side of west lake 	
f	okay 	
g	uh-huh 	
f	and i've stopped where the first eh the first bit rises 	
g	uh-huh 	
f	at quite a sharp angle i've stopped at th-- at the r-- the right-hand side of that 	
g	the bottom of that 	
f	yeah 	
g	well 	
g	then you're going t-- 	
f	how can i go southwest i uh i'd surely be in the lake 	
g	oh east sorry 	
f	southeast right okay 	
g	sorry right uh-huh right 	
g	god it's my directions 	
g	you go east southeast down 	
f	where to 	
g	straight 	
g	have you do you should have a monument 	
f	where's the nuclear test site 	
f	yeah 	
g	right great 	
g	right 	
g	go down there straight and go right and 	
g	do you see where the monument is 	
g	do a straight line to the monument 	
f	straight to the monument 	
f	right okay 	
g	to the bottom of the monument and curve round the monument just now 	
f	and go up again 	
g	and then you're starting to go up uh-huh go up a bit 	
f	right 	
f	where's the nuclear test site 	
g	eh it's just it's almost straight up from the monument a few in-- a few inches 	
f	so it's be-- next to the golf course then 	
g	i don't know where your golf course is 	
g	it's just it's about an inch under the east lake at the bottom of east lake 	
f	yeah 	
f	the golf course is is fairly near there 	
f	so right i 	
f	i'm going down 	
f	okay 	
g	so you've got the monument 	
f	yeah i'm going 	
g	just go st-- down straight line down underneath the monument 	
f	right and 	
g	and then up t-- curve up 	
f	come back up again 	
f	mmhmm 	
g	eh go left for a couple of for about an inch or something 	
g	okay 	
f	how far do i go up here 	
g	eh oh about an inch up from the monu-- just just curve sort of curve round a circle sort of 	
f	so i i g-- i i go left beneath the nuclear test site 	
g	uh-huh 	
g	you want to stay on the left-hand side uh-huh 	
f	sorry 	
g	you want to stay on the left-hand side 	
g	right 	
g	you go round the monument 	
f	right 	
f	and go left 	
g	and s-- go left 	
f	i've i've gone an inch or so up from the monument 	
g	go left 	
f	right 	
g	and then go straight up towards the east lake 	
f	so i go left along the left-hand side of the golf course 	
g	uh-huh 	
f	what bit of east lake do i go up to 	
g	just go straight up to east lake when you've curved round the monument and where the golf course'll be sort of curve 	
f	i can imagine 	
f	see where the see where the 	
g	nuclear test site is 	
f	the the left-hand side of the east lake at the bottom right 	
f	if you draw a straight line down there that's the edge of the golf course so i can't go any i can't you know 	
g	to the left-hand side of east lake like the very far end of east lake 	
f	i can't 	
f	yeah 	
f	at the bottom 	
f	i can't go any further left sorry further right than that because i've been i c-- i'd need to go through the golf course so i've actually you know that's where i am now more or less been-- beneath that point because that's the like the 	
g	but that's where you're meant to end up underneath east lake 	
f	at at the left-hand side 	
g	uh-huh 	
f	at the bottom 	
g	uh-huh 	
f	so i just go from there now 	
g	no 	
g	that's the finish 	
f	yeah i 	
g	do you know where the farmed land is 	
f	yeah the farmed land's between east and west lake 	
g	yeah 	
g	you go well your finish point's just beside east lake 	
f	mmhmm right okay 	
g	so if you went have you went round curved round the monument 	
f	yeah yeah i've done that 	
f	i i'm at the finish now 	
g	are you sure right that you've went up oh right and you've we-- you've gone up towards east lake and then turned then went to your right just followed the curve round east lake t-- 	
f	i've not done that yet 	
g	see where east lake is 	
f	you didn't say that 	
f	yeah 	
f	i'm at the i'm at the bottom left of east lake now 	
f	right 	
f	and so i curve round 	
g	are you talking about the very bottom 	
f	no a-- 	
g	you talking about the bottom right 	
f	the bottom left 	
g	you've just reached there 	
f	yeah 	
g	but you're supposed to curve underneath there to about halfway you're meant to like sort of draw a line following that line to about halfway and then go down round past the monument past your golf course i think as well 	
g	maybe you go round your golf course 	
f	well 	
f	i've already gone round it 	
g	right 	
f	in one direction 	
f	do you mean i have to go back round it 	
g	no no 	
g	that's the finish 	
g	right see at the the bottom left of east lake 	
f	that's the finish 	
g	that's finish point 	
f	right 	
g	eh well 	
g	just a centimetre past it right to your left 	
f	right 	
f	so i'd ha-- i'd have to go up between the golf course and the nuclear test site 	
g	right that's finish point so 	
g	so i take it that must be another s-- they must be between each other 	
g	the line should be between that then 	
f	between the golf course and the nuclear test site 	
g	it's the golf course right it's underneath east lake and it's eh northwest from the monument 	
f	yeah 	
f	yeah mmhmm 	
g	so have you gone round it as in have you gone round it on the right-hand side 	
f	the left-hand side 	
f	so i've i've to go round it on the right-hand side 	
g	uh-huh 	
g	you've you come to the monument and you go round it the golf course trace 	
f	i so i've just i've just to pass the left-hand side of the nuclear test site 	
g	mmhmm mmhmm 	
f	right okay no 	
g	have you got a nuclear test site 	
f	but i-- you told me it was just below ea-- east lake 	
g	it is 	
g	but it's on the right-hand side on the right-hand but exactly under the right-hand side of east lake 	
f	yes okay 	
f	i'm just going up to the right-hand side of the golf course okay now 	
g	so you must like have to trace round it then 	
f	yeah okay 	
g	i take it on the right-hand side so it's between it 	
f	so that's me on the right-hand side of east lake now about a centimetre in from the le-- so-- from the right sorry 	
g	eh 	
f	so i go left now i take it 	
g	so then you just just just just trace underneath the curve to the finish 	
f	right 	
f	one centimetre to the left 	
g	uh-huh yeah 	
g	right that's the ve-- the finish point 	
g	of east lake have you traced under the east lake 	
f	that's the finish 	
f	yeah 	
f	so that's us finished 	
g	i think so 	
f	right 	
