Found 2 args.
Observation: q1ec3; Result size: 289; atts: 2
who	$m	
f	okay 	
g	and then go up and over the top of where the creek is 	
f	right okay 	
g	and then down south again 	
f	okay 	
g	down south again until just above the apache camp 	
f	right okay 	
g	and pass that by go to your sou-- southwest of the apache camp 	
f	passing above it 	
g	uh-huh 	
f	but to the southwest 	
g	uh-huh 	
f	okay 	
g	right 	
g	take the southwest direction 	
f	passing above it right 	
g	now 	
g	do you have a walled city 	
f	yes 	
g	and do you have a desert 	
f	yes 	
g	well 	
g	pass from above the apache camp um and over the top of the walled city but between the desert and the walled city 	
f	between them 	
g	uh-huh 	
g	so that's over the top of the walled city 	
f	right okay 	
g	okay 	
f	but i'm that's not in a straight line 	
g	oh that's fair enough 	
g	right just just go between those two 	
f	right okay right okay 	
g	right 	
f	right 	
g	and then 	
f	okay i'm between 	
g	continue south 	
f	okay 	
g	right 	
g	until 	
g	do you you you have no carved wooden pole at all 	
f	yes 	
g	a totem pole sort of c-- thing 	
f	yes uh-huh 	
g	right 	
f	but right at the very bottom 	
g	well okay 	
g	do you have any flat rocks 	
f	yes uh-huh 	
g	ch-- do you have a stone creek in that area 	
f	yes 	
g	right 	
f	they're all on a diagonal 	
g	right okay 	
f	carved wooden pole stone creek flat rocks 	
g	right okay right 	
g	what you do then is you go south from the walled city 	
f	right 	
g	and you follow a sort of curve ehm 	
g	how do you describe the last south 	
g	sort of from g-- go in a 	
f	an "s" 	
g	sort of "c" shape to cover the bottom of a "c" 	
g	right 	
g	from when you pass down below the walled city 	
f	right i right wait 	
g	go in a "c"-shaped curve 	
f	right from 	
g	right 	
g	and then go between the flat rocks and the stone creek 	
g	okay can you do that 	
g	you pass in a pass 	
f	right 	
f	i i'm at the walled city right 	
g	oh you're at the walled city 	
f	right 	
g	you're just above it have you come down 	
f	i'm just i'm just come down 	
g	uh-huh 	
f	so i'm still at the parallel with the base 	
g	right 	
f	right 	
g	right 	
f	the carved wooden pole is right at my bot-- right at the bottom i've got a ghost town in between the walled city and 	
g	between the walled city and what 	
f	the carved wooden pole 	
f	there's a ghost town 	
g	right 	
g	oh well i don't have this on my map 	
g	so ehm 	
g	do you have flat rocks 	
f	yes 	
g	in line with the ghost town 	
f	mm more or less yeah more or less 	
g	right then 	
g	pass pass below the ghost town 	
f	right okay 	
g	but above the carved wooden pole and above the stone creek 	
f	right okay 	
g	right 	
f	so between the ghost town and sort of like a forty-five degree line or something 	
g	so you're just 	
g	yeah 	
g	well then just make sure yous you miss that uh-huh uh-huh 	
f	right 	
f	below the go below the wooden pole 	
g	no 	
g	don't go don't go below the wooden pole 	
f	right 	
f	so between the ghost town and the wooden pole 	
g	uh-huh 	
g	but don't go below the level of the stone creek 	
f	right okay so i'm passing above the stone creek and i'm going up to above the flat rocks 	
g	right 	
g	no 	
g	below the flat rocks 	
f	right okay right i know what you mean right 	
g	you got to p-- you've got to pass below the flat rocks 	
f	okay 	
g	right 	
g	so you're taking a sort of north 	
f	right okay i'm below the flat rocks 	
g	right below the flat rocks 	
f	yeah 	
g	okay 	
g	you want to veer ver-- to your right curve round to your right and go in a south south direction 	
g	and do you have buffalo 	
f	pas-- yeah 	
f	got a saloon bar as well above that though 	
g	no you're not going into a saloon bar mark 	
f	right i know 	
g	right 	
f	not just now 	
f	right okay 	
f	due south 	
g	right 	
g	go south 	
g	pa-- past buffalo 	
f	right 	
f	that means i've passed the bar 	
g	and then just in a s-- sort of virtual straight line past the bar mark 	
f	right okay 	
g	okay 	
f	right 	
g	and and do you have a cattle ranch 	
f	no 	
g	okay erm 	
f	no 	
g	do you have a fort 	
f	yes 	
g	right 	
g	well 	
g	go past the buffalo 	
f	mmhmm 	
f	below them 	
g	above the right below the buffalo below the buffalo right 	
f	below the buffalo right 	
f	so turn to my left 	
g	that's right turn to your left 	
f	below the buffalo 	
g	below the buffalo 	
f	right 	
g	right 	
g	at about at the level of the top of the fort right in line with the top of the fort 	
f	okay 	
f	pass straight across 	
g	no don't pass straight across right 	
g	just curve downwards in a a "u" slight "u" a very very very slight curve and then pass upwards in a like an upside-down "u" because you want to avoid the cattle ranch which lies between the fort and the buffalo 	
g	there's a cattle there's a cattle ranch 	
f	right 	
f	there's a cattle ranch between your buffalo and your fort 	
g	that's right 	
f	right 	
f	so i've got to go along and uh over a "u" shape right 	
g	so 	
g	you've go up and over the cattle ranch 	
f	and then to the along to the fort 	
g	then down 	
g	uh-huh that's right 	
f	right hang on hang on right right 	
g	and 	
g	and 	
f	i'm doing my "u" now right 	
g	right 	
g	and then down underneath the fort sort of um to your left 	
f	right 	
g	mmhmm over the cattle ranch right 	
f	over the over the "u" 	
f	right 	
f	down and then down to the left and then south 	
g	and then da-- travel south and then 	
f	before i reach the fort or on the other side 	
g	before you reach the fort 	
f	right 	
g	before you reach the fort 	
f	so down south right 	
g	go down south 	
g	and then do you have anything else between the fort and the cattle ranch 	
f	no 	
g	you don't 	
g	okay then 	
g	so just go south and then straight along underneath the fort 	
f	okay 	
g	emerging at the left-hand side of the fort and you've to finish opposite the base more or less opposite the base of the carved wooden pole 	
f	i have to proceed 	
g	but still to the left of the fort 	
f	right 	
f	so i just go straight up north 	
g	right straight up north yeah 	
g	and finish erm beyond the fort 	
f	right 	
g	and be at this at 	
f	i'm above the fort 	
f	at the base of the wooden 	
g	to the left of the fort and level with the base of the wooden pole but not actually beside the wooden pole 	
f	right okay 	
