Found 2 args.
Observation: q1nc2; Result size: 397; atts: 2
who	$m	
f	ah well see my line's below well on parallel with the lake so i've had to take it up draw it up and then round 	
g	uh-huh right 	
g	right 	
f	that'll be alright 	
f	so then what do i do 	
g	okay and then underneath this line there's roman baths 	
f	mm 	
g	do you have them 	
f	no 	
g	no 	
g	well 	
g	mine goes after you've taken your li-- rou-- line round it's kind of like a circle but it's it's not joined 	
f	mmhmm 	
g	it goes down maybe 	
f	oh it's nearly like a circle circling right round 	
g	well 	
g	it but it's not joined there's about an inch between the two lines 	
f	oh 	
f	right what what do i do after that 	
g	erm 	
g	see where your your horizontal line at at the top stops just before you go round the lake 	
f	mmhmm 	
g	see if you just go directly down from that erm there should be a vertical line about two and a half inches just at at the beginning of the lake 	
f	mmhmm 	
g	you loop down about an inch below that 	
f	and what about 	
g	carry on your line down about two and a half inches just straight down 	
f	where the lake starts where 	
g	yeah uh-huh wher-- where the lake starts but 	
g	right 	
g	put put your finger on where the lake starts 	
g	right 	
f	where it 	
g	the wee bit that sticks up 	
f	mmhmm 	
g	a-- and go down about an inch 	
f	right 	
g	which is where your line should be kind of passing through 	
f	oh i see i see 	
g	right 	
g	and then from there you kind of go down about two and a half inches 	
f	right okay right 	
g	right 	
g	and do you have antelopes 	
f	yes mmhmm 	
g	it should be kind of erm the line should be going round the antelopes 	
f	what way 	
g	to towar-- to your right your line should be at the left of the antelopes 	
f	oh i came o-- okay right 	
g	right 	
f	mmhmm 	
g	and just carry on round the antelopes a-- and about an inch and a half just draw a line about an inch and a half to your right and that's your finish 	
f	from the antelopes an inch and a half 	
g	uh-huh 	
