Found 2 args.
Observation: q4nc4; Result size: 424; atts: 2
who	$m	
g	and then you're just going right drawing a line right underneath as if you're underlining telephone box and back up the right-hand side up the way now i'll tell you about that in a minute 	
f	up right 	
g	right so you're going up 	
g	have you got a thatched m-- thatched mud hut 	
f	i've got no thatched mud huts anywhere 	
g	you've not 	
g	there's a thatched mud hut about 	
f	apart from at home 	
g	you've got a mud hut 	
f	right 	
g	you've got a mud hut about six centimetres above the telephone box directly above it 	
f	directly above it okay 	
g	right 	
g	eh so what you're doing is sort of drawing 	
f	so i'm missing it then 	
g	if you c-- if you can imagine an "s" round the thatched mud hut and the telephone box right 	
g	if y-- if y-- f-- oh forget 	
f	oh wow 	
f	oh groovy 	
g	you've not got the mud huts 	
f	i've got it yeah 	
f	i've got a level crossing 	
g	right 	
f	have you got a les-- a level crossing 	
g	i have not no i've not 	
f	right so i've got to miss i 	
g	right hold on where are you just now 	
f	right 	
g	you're at the bottom of "x" oh right are you up a bit 	
f	i i've just come up a wee bit 	
g	you've come up a wee bit 	
g	well i would go up from the "x" right you're going up about three centimetres 	
g	okay 	
f	to the top of the telephone box 	
g	to the top of the telephone box right 	
f	right fine 	
g	and then you're sort of going diagonally across about eh i would say exactly sort of t-- what's it north i don't know what's the one northwest 	
f	no-- 	
f	northwest uh-huh 	
g	if you go exactly northwest for about three centimetres four centimetres four centimetres right 	
f	yeah 	
f	right 	
g	exactly northwest for four centimetres you should end up above the letter round about "t" or "e" of telephone box about s-- eight centimetres above it 	
g	is that right see where i am 	
f	okay i've got it yeah 	
g	"t" or "e" 	
g	then go 	
g	have you got the east lake up at the top 	
f	i've got the east lake yeah 	
g	you have got the east lake 	
g	have you got a finish 	
g	you haven't got a fini-- 	
f	no i don't no 	
g	right okay 	
g	eh where are you just now 	
g	you're at th-- oh you're beside my thatched mud hut 	
g	eh you're going up just go directly north to the side of the east lake under the letter "k" "e" you know "k" or "e" in east lake 	
f	so i 	
g	just to the edge of the east lake right 	
f	am i doing an "s" round telephone 	
g	an "f" 	
f	an "s" 	
f	i've only got half an "s" 	
g	an "s" 	
g	uh-huh 	
g	yeah aye 	
g	you're not going the other you're aye 	
f	right 	
f	so i'm going up towards "k" or "e" 	
g	you're only doing 	
g	"k" or "e" 	
g	just directly north to "k" or "e" 	
f	right okay i can right 	
g	and you're about half a centimetre away from the edge of the east lake the bottom edge of it 	
f	right 	
g	okay 	
f	right okay 	
g	and then i would say you're about three cen-- four centimetres 	
g	you're following the edge of the east lake right up for about a centimetre beyond the left-hand edge of it 	
g	see where it gets pointy 	
f	so i'm going up i'm going up the l-- so i'm going over to the left here 	
g	yes 	
g	you're going over to the over to the left over to the corner 	
f	a-- and over to the the corn-- 	
g	and about a centimetre beyond the corner keeping the same contour as the lake same edge of it 	
g	right 	
f	okay 	
g	and that's the finish that's it about a centimetre beyond the edge of that 	
f	right 	
g	sorry about the mess here in your diagram 	
f	we're there 	
f	so the parked van didn't come in 	
g	eh the parked van was nothing to do with it 	
f	and the picket fence 	
g	eh the picket fence no that was another red herring 	
f	and the west lake 	
g	eh the west i've not got a west lake 	
g	your yacht club should be absolutely 	
f	the yacht club's away out of it as well yeah okay 	
g	right that's okay that's good 	
g	i think we're roughly in the same area 	
