Found 2 args.
Observation: q2ec5; Result size: 213; atts: 2
who	$m	
g	okay 	
f	i've got a rock fall kind of fairly near to the centre 	
g	ah right 	
f	er in between 	
g	well you you know where the ruins are 	
f	yeah 	
g	you've got where are you now 	
f	i'm just to the to the left-hand side of them 	
g	right okay 	
g	now you need to go straight up so that you're now about two inches from the top of the map and about 	
f	right 	
f	just just level with the side 	
g	yes 	
g	and about three inches from the side 	
f	right okay 	
g	okay 	
f	right up to the top 	
g	so that no 	
g	about two inches from the top 	
f	right okay 	
g	okay 	
g	and then 	
g	that's it and then right have you got a white mountain 	
f	yeah 	
g	right 	
g	you need to just run vertically along and then to get as if you were climbing the mountain and going back down the other side so you go along to the white mountain 	
f	right okay 	
g	up 	
f	up on the left-hand side just go up up the side 	
g	up th-- up the left yeah 	
g	up the side of the mountain and then down the other side 	
f	right okay 	
g	then 	
g	have you got a soft furnishings furnishings store 	
f	no 	
f	i've got nothing round about there 'part from the lost steps and directly below the mountain i've got gazelles 	
g	okay 	
f	or i have the gazelles anyway 	
g	well 	
g	you need to then 	
g	right 	
g	you're at the bottom of the mountain now 	
f	erm 	
f	erm am i going underneath it 	
g	okay 	
g	yeah 	
g	you need to go underneath it but by about an inch underneath 	
f	loo-- 	
f	right okay 	
g	okay 	
g	and then 	
g	now now you should be level with the beginning of the mountain so you should be level with the left-hand side of the mountain 	
f	oh right i see what you mean 	
g	y-- you're going back on yourself 	
f	yeah well i've got a rock fall there so i can't 	
g	right 	
f	i've got a rock fall just across from that so 	
g	oh okay 	
g	um well so you're now you should be underneath the mountain 	
f	yeah 	
g	okay 	
g	now you need to drop straight down towards the gazelles 	
f	right 	
f	coming in at the top of them 	
g	that's right 	
g	and then go round the bottom of the gazelles 	
f	on the left-hand side 	
g	and head off to the right-hand side 	
g	so you go under the gazelles yeah 	
f	right 	
f	i've got a big space here which presumably 	
g	that's where we're finishing soon here finishing here 	
f	you've got something in 	
f	right okay 	
g	so you're underneath the gazelles 	
f	right 	
g	yeah 	
g	straight off to the right about three inches and then we stop 	
f	right 	
g	okay so you're going in the opposite direction to the ancient ruins 	
f	right 	
g	yeah 	
g	okay that's it 	
f	is that it 	
f	right fine 	
