Found 2 args.
Observation: q5nc2; Result size: 230; atts: 2
who	$m	
g	it's at it's the slate mountain 	
g	yeah just 	
f	uh-huh uh-huh right okay 	
g	sort of go up 	
g	yeah 	
f	right i'm there 	
g	and once you get to the top of the mountain turn to the left again 	
f	left 	
f	just round the sort of round rocks 	
g	ehm b-- between the the hot wells and the mountain to the left and down between the two 	
f	mm it's hot springs i've got here and then white mountain 	
g	well yeah 	
g	uh-huh 	
f	right 	
f	so i'm at the top of the white mountain just up 	
g	not the white mountain 	
g	the slate mountain 	
f	well 	
f	put it this way i'm at the left of some mou-- i'm now opposite some mountain 	
f	right 	
g	right okay ehm 	
g	right okay ehm 	
g	so where are you at the moment if you if you 	
f	opposite a white mountain the top of the white mountain 	
g	okay 	
f	right 	
g	right okay 	
g	ehm under are you g-- g-- down the side of the mountain 'til you're underneath the hot wells 	
f	okay 	
f	ins-- un-- well 	
f	i don't have hot wells i have hot springs 	
f	right i'm coming down the mountain right 	
g	okay 	
f	so where do you want me to go when i come down this mountain 	
g	ehm 	
g	go down to the right of the hot wells the hot springs 	
f	to the right of it 	
f	right 	
g	and underneath it and underneath it 	
f	i've actually 	
f	and underneath it right i've done that 	
g	right you underneath it now 	
f	yes 	
g	right okay ehm 	
g	heading towards the left go down about an inch t-- a slope 	
f	heading towards the left 	
g	mmhmm 	
f	you want me to have is it a diagonal slope 	
g	ehm yeah almost 	
f	right 	
f	an inch just an inch 	
g	yeah mmhmm 	
f	right okay 	
g	and then ehm 	
g	curve the bottom and start heading up towards the white mountain 	
f	right okay right 	
g	ehm head fairly close to the side of the white mountain 	
f	mmhmm 	
g	just keep going up 'til you get to the top of the white mountain 	
f	right okay 	
f	i'm at the top 	
g	right 	
g	when you're at the top go straight up for two and a half inches absolutely straight 	
f	right okay 	
g	and then 	
g	start heading towards the lake 	
f	for how far along 	
g	ehm about three inches 	
f	okay 	
g	towards it 	
g	are y-- are you at it now 	
f	i'm at the lake 	
g	right 	
g	go round the outside of the lake ah 	
f	which way up or down 	
g	go up 	
f	okay 	
g	and round it 	
g	in an a clockwise direction and but don't go right round it go 	
f	mmhmm 	
f	halfway round 	
g	yeah 	
f	right 	
g	when you get to the go between the lake and the roman baths 	
f	there is no roman baths 	
g	ah 	
g	ehm well 	
g	go round as if you were heading back to where you started going round the lake 	
f	right 	
f	i'm halfway round the lake 	
g	right 	
g	well 	
g	go down to the bottom half of the lake but ehm start straightening out as if you were going back to where you started but le-- leave about an inch between the path where you went round the lake and the path where you're coming out of it 	
f	you want me to trace back my steps 	
g	no 	
g	you've gone halfway round the lake 	
f	right 	
g	right 	
g	go down the sort of slightly flat side the the side that's about an inch of the lake f-- just follow that down 	
f	i don't have a flat side 	
g	oh dear 	
g	right okay 	
f	right 	
f	i'm at the bottom of the lake 	
g	you're at the bottom 	
f	okay 	
f	right 	
f	well i'm 	
g	right 	
g	keep progressing in that kind of line for about another inch and a half 	
f	towards the left 	
g	yes 	
f	right okay 	
f	right 	
g	now 	
g	when you've done that you should be ehm about equal with where you started going round the lake but about an inch and a half down from there 	
f	yeah 	
g	right 	
g	so then head downwards about three and a half inches to the a-- where the antelopes are 	
f	yeah 	
g	ehm 	
g	and go underneath them 	
f	underneath them 	
g	yeah 	
g	ehm go go down 'til you're past them and then turn to the right 	
f	to the right okay 	
f	how far along to the right do you want me to go 	
g	about two inches 	
f	okay 	
g	and that's the finish 	
f	okay 	
