Found 2 args.
Observation: q4ec7; Result size: 226; atts: 2
who	$m	
g	you're not going over towards the saxon barn yet you're going to be on the same level with it 	
f	oh okay 	
f	have you got a crevasse 	
g	no 	
f	well have you got anything to the right of the saxon barn 	
g	no 	
g	so if you go straight up would you c-- curve round the crevasse to get to the saxon barn 	
f	if i went a bit to the right i could just go straight up 	
f	would that be okay 	
g	if you go well i was going 	
f	so i'd be on like a horizontal line with the saxon barn yeah 	
g	but the the top of it 	
f	okay 	
g	just a bit above 	
g	and you go straight up and curve round and then down and underneath the saxon barn 	
f	say that again 	
f	i'm on just now i'm on a horizontal line just beside above the saxon barn 	
g	but not right over it 	
f	no 	
f	i'm not beside it yet 	
g	no right 	
g	ehm so you would 	
g	ehm is where's the crevasse from there is it underneath you 	
f	it's just beside me just now it's just to my right like if i if i went sorry if i went to my left i would pass the crevasse and i would pass the saxon barn 	
g	right 	
g	so if you go over the top of the crevasse and down the side of it then underneath the saxon barn 	
g	could you do that 	
f	you want me to draw underneath the saxon barn 	
g	yes 	
f	uh-huh okay 	
f	where will i stop 	
g	and stop ehm beside the "s" 	
f	of saxon 	
g	saxon 	
f	okay 	
g	and have you got pelicans 	
f	no 	
g	no 	
g	ehm go down about three to four centimetres from the saxon barn vertically downwards 	
f	so i'm above the rope bridge 	
g	just a bit above the rope bridge yeah 	
f	okay 	
g	the end of it 	
f	uh-huh 	
g	and then go underneath where i've got pelicans towards the left-hand side 	
f	mmhmm 	
f	is that just beside the edge of the paper uh-huh 	
g	uh-huh 	
g	about a centimetre away from it 	
f	okay 	
g	stop 	
g	have you got a white mountain 	
f	uh-huh 	
g	go straight up from there ehm slightly curving a bit round the white mountain 	
f	over the top of it uh-huh 	
g	no 	
g	don't go over it g-- stop when you're parallel to the top of the white mountain 	
f	okay mmhmm 	
g	and have you got a golden beach at the top left-hand corner 	
f	yeah 	
g	go up to go straight up from the top of the white mountain to the edge of the golden beach 	
f	okay 	
f	have you got secret valley or submerged rocks 	
g	yes 	
g	so i've got secret valley 	
f	okay 	
f	so you want me to go above secret valley 	
g	nowhere ne-- 	
g	nowhere near secret valley 	
f	what 	
g	have you have you your golden beach is it at the top left-hand corner or the right-hand corner 	
f	top right-hand corner 	
g	oh well 	
g	there's one at the top left-hand corner of this map as well 	
f	oh okay 	
g	so you're at the top of the white mountain just now 	
f	mmhmm 	
g	go straight up five or six centimetres and stop 	
f	right i'm meant to be right on top of white mountain just well just beside the top yeah 	
g	well yes parallel to it uh-huh 	
f	so okay 	
g	straight up 	
g	stop 	
g	have you got slate mountain 	
f	yeah 	
g	go directly along from that point to the end of slate mountain 	
f	to the right-hand end of the slate mountain 	
g	uh-huh left-hand end of slate slate mountain 'cause you go over the top of it 	
f	okay 	
g	so just do that then go rou-- 	
f	whe-- where's the golden beach i've got to avoid is that like above 	
g	that's in the top left-hand corner yeah 	
f	okay okay 	
f	right 	
g	kind of are you over the mountain 	
f	you want me to go over it 	
g	just go over it and stop at the other side and curve right round underneath it so that you're about a centimetre underneath the "s" 	
f	mmhmm 	
g	and you got a secret valley 	
f	yeah 	
g	can you go d-- v-- down from there down the left-hand side of the secret valley 	
f	mmhmm 	
g	and are you underneath the secret valley 	
f	hold on you want me to be underneath the secret valley 	
g	go draw a straight line to the end of just about a centimetre away from the "y" and that's the finish 	
f	underneath it 	
g	underneath the "y" of secret valley 	
f	a centimetre down from the "y" yeah 	
g	mmhmm 	
f	okay 	
g	that's it 	
