Found 2 args.
Observation: q5ec1; Result size: 289; atts: 2
who	$m	
g	you should come to a lake 	
f	uh-huh 	
g	okay you got the lake 	
f	there's two lakes 	
f	i've got a lake right 	
g	you've got a lake 	
g	now you skirt around the inside o-- side of the lake that's side of the lake that is nearest to the middle of the map 	
f	uh-huh 	
g	okay 	
g	you should see a trig point 	
g	do you see 	
f	no i don't have any trig points 	
g	you don't have a trig point 	
f	no 	
g	okay 	
g	er the lake should have a a bulge in it just at the top 	
f	aye 	
g	uh we turn right there at that bulge 	
g	okay 	
g	since you don't have a trig point we'll use that instead 	
f	uh-huh 	
g	turn right now go diagonally down towards the bot-- not a steep diagonal towards the middle 	
f	uh-huh 	
g	edge of the map 	
f	right 	
g	okay 	
g	now should come to a mon-- do you have a monument 	
f	i have a monument 	
g	go round the monument keeping the monument always on your left 	
f	always on my left 	
g	yes 	
f	right 	
g	go up past the monument 	
f	right round it 	
g	no 	
g	just up so that you're you're coming away from it up towards the top of the paper 	
f	aye got that 	
g	okay 	
g	you keep going up there 	
f	uh-huh 	
g	now do you see a nuclear test site 	
f	no i don't see a nuclear test site 	
g	okay 	
g	keep going 'til you find a lake 	
f	alright keep going 'til i find a lake right 	
g	okay 	
f	i've got to a lake 	
g	now you turn left towards the middle of the page 	
f	uh-huh 	
f	right 	
g	and you should finish just past the the lake 	
f	finish just past the lake 	
g	yes 	
f	uh-huh 	
g	okay and that's you 	
f	is it 	
g	aye 	
g	quite why you want to go there i don't know but 	
f	i know i've had i've had two detours wrong 	
g	ah we better score them out then 	
f	aye that's wrong 	
