Found 2 args.
Observation: q2nc8; Result size: 240; atts: 2
who	$m	
g	now if you like sort of draw a line along the top of that as if we're skirting round the ex-- the edge of it 	
f	okay 	
g	again now we're going to move straight up about an inch and a half 	
f	from the right-hand corner of the stile 	
g	i've 	
g	uh-huh 	
g	do you have an obstacle there 	
f	i've got a popular tourist spot slightly to the right and up from the stile 	
g	okay 	
g	now we go up 	
g	right so you're at a point that's probably about two to three inches away from both the top edge and the left-hand side edge is that correct 	
f	no not at the moment 	
g	no 	
g	right can you see that point well if you imagine a point 	
f	up in the top left-hand corner 	
g	right the top left-hand corner 	
g	if you come down about three inches 	
f	aye right okay 	
g	okay 	
f	i've got i've got 	
g	and you come in about three inches okay there's a point 	
f	i've got a great viewpoint there 	
g	oh wait a minute 	
f	okay 	
g	no no 	
g	i've got a great viewpoint away up in the top left-hand corner 	
f	yeah 	
f	that's what i thought you were talking about 	
g	no 	
g	if you diagonally if you came in the same distance again 	
g	do you get it sh-- 	
g	oh wait a minute what would that be hold on 	
g	one two three say four inches ac-- in fact chris 	
f	okay 	
g	four inches away from the top edge four inches away from the the edge on the left-hand side 	
f	right 	
g	now on my map that should be that's like up from the stile 	
f	right 	
g	okay 	
g	now if you're at that point do you have a a dead tree it's an elm tree down to your 	
f	yeah 	
f	right over the other side of the page 	
g	okay 	
g	now see there the letter "d" 	
f	mmhmm 	
g	that one oh i've got dead tree you've got elm tree 	
f	i've got dutch elm 	
g	is it 	
g	dutch elm 	
g	is it written underneath the tree 	
f	yeah 	
g	okay 	
g	see the first letter of dutch say 	
f	mmhmm 	
g	okay about a centimetre below that 	
f	right 	
g	okay if you draw a line is that a can you ha-- have a diagonal line going from where you are right down to 	
f	yeah 	
g	yeah 	
g	do you go through anything 	
f	no 	
g	okay 	
g	see the popular viewpoint what happened to it did we go round it or what 	
f	no we just stayed away from it 	
g	oh never went anywhere near it 	
f	no w-- well we went round the popular tourist spot we avoided the great viewpoint 	
g	yeah okay went round that that's fine 	
g	okay you're going to curve half a circle around that tree 	
f	up the way 	
g	up the way 	
g	so that 	
g	see the third branch from the left 	
f	uh-huh 	
g	until you're say above that that's your half circle 	
f	okay 	
g	okay you've done a "u" turn 	
g	now 	
g	if you draw like a kind 	
g	let's see 	
g	see where you have the east lake at the top 	
f	yeah 	
g	right if you draw a line if you go from the "e" in lake down the way 	
g	okay 	
f	okay 	
g	on to the edge of the lake 	
f	right 	
g	and then say about half a centimetre from the edge of the lake if you connect those two points 	
f	okay 	
g	now skirt the edge of the lake to the left move left along the edge of the lake 	
f	okay 	
g	for about three inches 	
f	to the corner 	
g	yeah to the corner 	
g	so you're just past go past that co-- don't go up or anything like that just go past the corner for about an inch 	
f	okay 	
f	right 	
f	right 	
g	and finish there 	
g	you 	
g	okay 	
